"","GEOID","var","var_type","value"
"2164","13059000402","AgeU18_p","est",0.43
"2165","13059000402","Ed_ba_p","est",27.51
"2166","13059000402","Ed_hsgrad_p","est",15.34
"2167","13059000402","Ed_lesshs_p","est",2.12
"2168","13059000402","Ed_ma_p","est",21.16
"2169","13059000402","Ed_prof_doc_p","est",2.12
"2170","13059000402","Ed_somecol_p","est",31.75
"2171","13059000402","Empl_labor_p","est",27.28
"2172","13059000402","Empl_unemp_p","est",6.18
"2173","13059000402","HInsur_FBNat_p","est",2.83
"2174","13059000402","HInsur_FBNC_p","est",2.27
"2175","13059000402","HInsur_Nat_p","est",89
"2176","13059000402","HousOwn_p","est",0
"2177","13059000402","HousRent_p","est",100
"2178","13059000402","Inc_10K_p","est",58.46
"2179","13059000402","Inc_200K_p","est",0
"2180","13059000402","Inc100K_149K_p","est",0
"2181","13059000402","Inc10K_24K_p","est",22.46
"2182","13059000402","Inc150K_199K_p","est",0
"2183","13059000402","Inc25K_49K_p","est",14.15
"2184","13059000402","Inc50K_74K_p","est",4.92
"2185","13059000402","Inc75K_99K_p","est",0
"2186","13059000402","Ind_ag_p","est",1.22
"2187","13059000402","Ind_arts_p","est",28.93
"2188","13059000402","Ind_const_p","est",0
"2189","13059000402","Ind_edhlth_p","est",40.92
"2190","13059000402","Ind_finan_p","est",0.94
"2191","13059000402","Ind_info_p","est",4.55
"2192","13059000402","Ind_manf_p","est",0.33
"2193","13059000402","Ind_other_p","est",4.22
"2194","13059000402","Ind_prof_p","est",4.66
"2195","13059000402","Ind_pubad_p","est",0.44
"2196","13059000402","Ind_retail_p","est",13.16
"2197","13059000402","Ind_trans_p","est",0.39
"2198","13059000402","Ind_whlsl_p","est",0.22
"2199","13059000402","Inet_any_p","est",83.38
"2200","13059000402","Inet_broad_p","est",74.77
"2201","13059000402","Pov_Ov65_p","est",0.05
"2202","13059000402","Pov_Und18_p","est",0.27
"2203","13059000402","Rce_AI_p","est",0
"2204","13059000402","Rce_AsnNH_p","est",10.35
"2205","13059000402","Rce_BlkNH_p","est",13.06
"2206","13059000402","Rce_Hisp_p","est",6.36
"2207","13059000402","Rce_HPI_p","est",0
"2208","13059000402","Rce_OthNH_p","est",0.17
"2209","13059000402","Rce_WhtNH_p","est",66.04
"2210","13059000402","Rent30_p","est",66.15
"2211","13059000402","Sch_grad_p","est",1.17
"2212","13059000402","Sch_Kpre_p","est",0
"2213","13059000402","Sch_ugrad_p","est",96.85
"2214","13059000402","Trn_car_p","est",56.14
"2215","13059000402","Trn_carpool_p","est",1.75
"2216","13059000402","Trn_home_p","est",0
"2217","13059000402","Trn_noveh_p","est",11.58
"2218","13059000402","Trn_pub_p","est",0
"2219","13059000402","Trn_taxi_p","est",0
"2220","13059000402","Trn_walk_p","est",42.11
"2221","13059000600","Age05_p","est",6.21
"2222","13059000600","Age18_24_p","est",31.26
"2223","13059000600","AgeO65_p","est",4.02
"2224","13059000600","AgeU18_p","est",16.06
"2225","13059000600","Ed_ba_p","est",27.43
"2226","13059000600","Ed_hsgrad_p","est",13.39
"2227","13059000600","Ed_lesshs_p","est",13.83
"2228","13059000600","Ed_ma_p","est",19.6
"2229","13059000600","Ed_prof_doc_p","est",7.83
"2230","13059000600","Ed_somecol_p","est",17.92
"2231","13059000600","Empl_labor_p","est",62.29
"2232","13059000600","Empl_unemp_p","est",9.39
"2233","13059000600","HInsur_FBNat_p","est",1.59
"2234","13059000600","HInsur_FBNC_p","est",2.56
"2235","13059000600","HInsur_Nat_p","est",85
"2236","13059000600","HousOwn_p","est",8.34
"2237","13059000600","HousRent_p","est",91.66
"2238","13059000600","Inc_10K_p","est",17.04
"2239","13059000600","Inc_200K_p","est",3.11
"2240","13059000600","Inc100K_149K_p","est",19.64
"2241","13059000600","Inc10K_24K_p","est",23.79
"2242","13059000600","Inc150K_199K_p","est",1.73
"2243","13059000600","Inc25K_49K_p","est",26.73
"2244","13059000600","Inc50K_74K_p","est",6.31
"2245","13059000600","Inc75K_99K_p","est",1.64
"2246","13059000600","Ind_ag_p","est",0
"2247","13059000600","Ind_arts_p","est",26.37
"2248","13059000600","Ind_const_p","est",0
"2249","13059000600","Ind_edhlth_p","est",30.07
"2250","13059000600","Ind_finan_p","est",5.24
"2251","13059000600","Ind_info_p","est",0.23
"2252","13059000600","Ind_manf_p","est",19.81
"2253","13059000600","Ind_other_p","est",5.47
"2254","13059000600","Ind_prof_p","est",4.86
"2255","13059000600","Ind_pubad_p","est",0.69
"2256","13059000600","Ind_retail_p","est",4.32
"2257","13059000600","Ind_trans_p","est",2.93
"2258","13059000600","Ind_whlsl_p","est",0
"2259","13059000600","Inet_any_p","est",85.73
"2260","13059000600","Inet_broad_p","est",77.68
"2261","13059000600","Pov_Ov65_p","est",4.02
"2262","13059000600","Pov_Und18_p","est",15.96
"2263","13059000600","Rce_AI_p","est",0
"2264","13059000600","Rce_AsnNH_p","est",5.31
"2265","13059000600","Rce_BlkNH_p","est",36.64
"2266","13059000600","Rce_Hisp_p","est",3.45
"2267","13059000600","Rce_HPI_p","est",0
"2268","13059000600","Rce_OthNH_p","est",0
"2269","13059000600","Rce_WhtNH_p","est",53.37
"2270","13059000600","Rent30_p","est",43.26
"2271","13059000600","Sch_grad_p","est",8.75
"2272","13059000600","Sch_Kpre_p","est",2.49
"2273","13059000600","Sch_ugrad_p","est",31.73
"2274","13059000600","Trn_car_p","est",53.37
"2275","13059000600","Trn_carpool_p","est",3.76
"2276","13059000600","Trn_home_p","est",3.25
"2277","13059000600","Trn_noveh_p","est",5.81
"2278","13059000600","Trn_pub_p","est",2.48
"2279","13059000600","Trn_taxi_p","est",1.02
"2280","13059000600","Trn_walk_p","est",36.12
"2281","13059000900","Age05_p","est",10.88
"2282","13059000900","Age18_24_p","est",20.44
"2283","13059000900","AgeO65_p","est",12.51
"2284","13059000900","AgeU18_p","est",26.76
"2285","13059000900","Ed_ba_p","est",8.58
"2286","13059000900","Ed_hsgrad_p","est",32.62
"2287","13059000900","Ed_lesshs_p","est",19.17
"2288","13059000900","Ed_ma_p","est",3.8
"2289","13059000900","Ed_prof_doc_p","est",0.49
"2290","13059000900","Ed_somecol_p","est",35.34
"2291","13059000900","Empl_labor_p","est",74.28
"2292","13059000900","Empl_unemp_p","est",5.44
"2293","13059000900","HInsur_FBNat_p","est",0.51
"2294","13059000900","HInsur_FBNC_p","est",2
"2295","13059000900","HInsur_Nat_p","est",84.38
"2296","13059000900","HousOwn_p","est",13.1
"2297","13059000900","HousRent_p","est",86.9
"2298","13059000900","Inc_10K_p","est",27.29
"2299","13059000900","Inc_200K_p","est",0
"2300","13059000900","Inc100K_149K_p","est",4.86
"2301","13059000900","Inc10K_24K_p","est",35.65
"2302","13059000900","Inc150K_199K_p","est",0.9
"2303","13059000900","Inc25K_49K_p","est",17.01
"2304","13059000900","Inc50K_74K_p","est",12.15
"2305","13059000900","Inc75K_99K_p","est",2.15
"2306","13059000900","Ind_ag_p","est",0
"2307","13059000900","Ind_arts_p","est",21.45
"2308","13059000900","Ind_const_p","est",0.61
"2309","13059000900","Ind_edhlth_p","est",20.67
"2310","13059000900","Ind_finan_p","est",1.45
"2311","13059000900","Ind_info_p","est",0.67
"2312","13059000900","Ind_manf_p","est",17.6
"2313","13059000900","Ind_other_p","est",3.34
"2314","13059000900","Ind_prof_p","est",7.97
"2315","13059000900","Ind_pubad_p","est",3.84
"2316","13059000900","Ind_retail_p","est",18.16
"2317","13059000900","Ind_trans_p","est",4.23
"2318","13059000900","Ind_whlsl_p","est",0
"2319","13059000900","Inet_any_p","est",79.77
"2320","13059000900","Inet_broad_p","est",51.07
"2321","13059000900","Pov_Ov65_p","est",10.95
"2322","13059000900","Pov_Und18_p","est",25.79
"2323","13059000900","Rce_AI_p","est",0
"2324","13059000900","Rce_AsnNH_p","est",0.34
"2325","13059000900","Rce_BlkNH_p","est",71.58
"2326","13059000900","Rce_Hisp_p","est",4.38
"2327","13059000900","Rce_HPI_p","est",0.54
"2328","13059000900","Rce_OthNH_p","est",0
"2329","13059000900","Rce_WhtNH_p","est",23.16
"2330","13059000900","Rent30_p","est",57.29
"2331","13059000900","Sch_grad_p","est",1.5
"2332","13059000900","Sch_Kpre_p","est",2.36
"2333","13059000900","Sch_ugrad_p","est",9.63
"2334","13059000900","Trn_car_p","est",67.54
"2335","13059000900","Trn_carpool_p","est",6.04
"2336","13059000900","Trn_home_p","est",3.08
"2337","13059000900","Trn_noveh_p","est",11.22
"2338","13059000900","Trn_pub_p","est",2.62
"2339","13059000900","Trn_taxi_p","est",7.35
"2340","13059000900","Trn_walk_p","est",13.38
"2341","13059001200","Age05_p","est",4.99
"2342","13059001200","Age18_24_p","est",12.53
"2343","13059001200","AgeO65_p","est",24.56
"2344","13059001200","AgeU18_p","est",13.09
"2345","13059001200","Ed_ba_p","est",33.88
"2346","13059001200","Ed_hsgrad_p","est",13.11
"2347","13059001200","Ed_lesshs_p","est",3.5
"2348","13059001200","Ed_ma_p","est",17.74
"2349","13059001200","Ed_prof_doc_p","est",20.19
"2350","13059001200","Ed_somecol_p","est",11.59
"2351","13059001200","Empl_labor_p","est",84.78
"2352","13059001200","Empl_unemp_p","est",6.04
"2353","13059001200","HInsur_FBNat_p","est",2.21
"2354","13059001200","HInsur_FBNC_p","est",6.41
"2355","13059001200","HInsur_Nat_p","est",83.8
"2356","13059001200","HousOwn_p","est",52.24
"2357","13059001200","HousRent_p","est",47.76
"2358","13059001200","Inc_10K_p","est",12.41
"2359","13059001200","Inc_200K_p","est",17.37
"2360","13059001200","Inc100K_149K_p","est",18.01
"2361","13059001200","Inc10K_24K_p","est",18.24
"2362","13059001200","Inc150K_199K_p","est",3.61
"2363","13059001200","Inc25K_49K_p","est",16.43
"2364","13059001200","Inc50K_74K_p","est",5.07
"2365","13059001200","Inc75K_99K_p","est",8.86
"2366","13059001200","Ind_ag_p","est",0
"2367","13059001200","Ind_arts_p","est",7.28
"2368","13059001200","Ind_const_p","est",3.33
"2369","13059001200","Ind_edhlth_p","est",40.19
"2370","13059001200","Ind_finan_p","est",10.37
"2371","13059001200","Ind_info_p","est",0
"2372","13059001200","Ind_manf_p","est",8.46
"2373","13059001200","Ind_other_p","est",3.33
"2374","13059001200","Ind_prof_p","est",12.16
"2375","13059001200","Ind_pubad_p","est",3.89
"2376","13059001200","Ind_retail_p","est",7.22
"2377","13059001200","Ind_trans_p","est",2.04
"2378","13059001200","Ind_whlsl_p","est",1.73
"2379","13059001200","Inet_any_p","est",77.51
"2380","13059001200","Inet_broad_p","est",66.49
"2381","13059001200","Pov_Ov65_p","est",24.56
"2382","13059001200","Pov_Und18_p","est",13.02
"2383","13059001200","Rce_AI_p","est",0
"2384","13059001200","Rce_AsnNH_p","est",8.56
"2385","13059001200","Rce_BlkNH_p","est",12.03
"2386","13059001200","Rce_Hisp_p","est",7.87
"2387","13059001200","Rce_HPI_p","est",0
"2388","13059001200","Rce_OthNH_p","est",0.3
"2389","13059001200","Rce_WhtNH_p","est",70.51
"2390","13059001200","Rent30_p","est",48.71
"2391","13059001200","Sch_grad_p","est",4.91
"2392","13059001200","Sch_Kpre_p","est",1.33
"2393","13059001200","Sch_ugrad_p","est",2.22
"2394","13059001200","Trn_car_p","est",75.66
"2395","13059001200","Trn_carpool_p","est",15.37
"2396","13059001200","Trn_home_p","est",7.53
"2397","13059001200","Trn_noveh_p","est",10.41
"2398","13059001200","Trn_pub_p","est",0.82
"2399","13059001200","Trn_taxi_p","est",0.63
"2400","13059001200","Trn_walk_p","est",0
"2401","13059001700","Age05_p","est",4.1
"2402","13059001700","Age18_24_p","est",5.43
"2403","13059001700","AgeO65_p","est",19.71
"2404","13059001700","AgeU18_p","est",21.1
"2405","13059001700","Ed_ba_p","est",18.24
"2406","13059001700","Ed_hsgrad_p","est",23.16
"2407","13059001700","Ed_lesshs_p","est",14.94
"2408","13059001700","Ed_ma_p","est",13.97
"2409","13059001700","Ed_prof_doc_p","est",6.08
"2410","13059001700","Ed_somecol_p","est",23.61
"2411","13059001700","Empl_labor_p","est",80.97
"2412","13059001700","Empl_unemp_p","est",3.64
"2413","13059001700","HInsur_FBNat_p","est",8.19
"2414","13059001700","HInsur_FBNC_p","est",2.52
"2415","13059001700","HInsur_Nat_p","est",67.43
"2416","13059001700","HousOwn_p","est",55.23
"2417","13059001700","HousRent_p","est",44.77
"2418","13059001700","Inc_10K_p","est",5.35
"2419","13059001700","Inc_200K_p","est",6.05
"2420","13059001700","Inc100K_149K_p","est",9.53
"2421","13059001700","Inc10K_24K_p","est",24.53
"2422","13059001700","Inc150K_199K_p","est",2.67
"2423","13059001700","Inc25K_49K_p","est",21.51
"2424","13059001700","Inc50K_74K_p","est",19.65
"2425","13059001700","Inc75K_99K_p","est",10.7
"2426","13059001700","Ind_ag_p","est",0
"2427","13059001700","Ind_arts_p","est",13.75
"2428","13059001700","Ind_const_p","est",3.46
"2429","13059001700","Ind_edhlth_p","est",35.48
"2430","13059001700","Ind_finan_p","est",2.79
"2431","13059001700","Ind_info_p","est",0.19
"2432","13059001700","Ind_manf_p","est",7.4
"2433","13059001700","Ind_other_p","est",5.1
"2434","13059001700","Ind_prof_p","est",21.06
"2435","13059001700","Ind_pubad_p","est",0.48
"2436","13059001700","Ind_retail_p","est",7.5
"2437","13059001700","Ind_trans_p","est",0.38
"2438","13059001700","Ind_whlsl_p","est",2.4
"2439","13059001700","Inet_any_p","est",83.95
"2440","13059001700","Inet_broad_p","est",78.26
"2441","13059001700","Pov_Ov65_p","est",15.71
"2442","13059001700","Pov_Und18_p","est",21.1
"2443","13059001700","Rce_AI_p","est",0
"2444","13059001700","Rce_AsnNH_p","est",0.05
"2445","13059001700","Rce_BlkNH_p","est",25.95
"2446","13059001700","Rce_Hisp_p","est",20.52
"2447","13059001700","Rce_HPI_p","est",0
"2448","13059001700","Rce_OthNH_p","est",0
"2449","13059001700","Rce_WhtNH_p","est",53.1
"2450","13059001700","Rent30_p","est",71.69
"2451","13059001700","Sch_grad_p","est",0.35
"2452","13059001700","Sch_Kpre_p","est",1.53
"2453","13059001700","Sch_ugrad_p","est",3.95
"2454","13059001700","Trn_car_p","est",71.57
"2455","13059001700","Trn_carpool_p","est",12.25
"2456","13059001700","Trn_home_p","est",10
"2457","13059001700","Trn_noveh_p","est",3.24
"2458","13059001700","Trn_pub_p","est",2.94
"2459","13059001700","Trn_taxi_p","est",3.24
"2460","13059001700","Trn_walk_p","est",0
"2461","13059001800","Age05_p","est",6.32
"2462","13059001800","Age18_24_p","est",9
"2463","13059001800","AgeO65_p","est",10.14
"2464","13059001800","AgeU18_p","est",19.95
"2465","13059001800","Ed_ba_p","est",26.56
"2466","13059001800","Ed_hsgrad_p","est",15.9
"2467","13059001800","Ed_lesshs_p","est",5.17
"2468","13059001800","Ed_ma_p","est",16.85
"2469","13059001800","Ed_prof_doc_p","est",14.38
"2470","13059001800","Ed_somecol_p","est",21.14
"2471","13059001800","Empl_labor_p","est",81.16
"2472","13059001800","Empl_unemp_p","est",2.81
"2473","13059001800","HInsur_FBNat_p","est",1.32
"2474","13059001800","HInsur_FBNC_p","est",1.77
"2475","13059001800","HInsur_Nat_p","est",79.18
"2476","13059001800","HousOwn_p","est",48.89
"2477","13059001800","HousRent_p","est",51.11
"2478","13059001800","Inc_10K_p","est",5.77
"2479","13059001800","Inc_200K_p","est",9.15
"2480","13059001800","Inc100K_149K_p","est",11.14
"2481","13059001800","Inc10K_24K_p","est",14.93
"2482","13059001800","Inc150K_199K_p","est",7.96
"2483","13059001800","Inc25K_49K_p","est",30.35
"2484","13059001800","Inc50K_74K_p","est",15.12
"2485","13059001800","Inc75K_99K_p","est",5.57
"2486","13059001800","Ind_ag_p","est",0.65
"2487","13059001800","Ind_arts_p","est",19.77
"2488","13059001800","Ind_const_p","est",1.31
"2489","13059001800","Ind_edhlth_p","est",36.36
"2490","13059001800","Ind_finan_p","est",4.9
"2491","13059001800","Ind_info_p","est",2.53
"2492","13059001800","Ind_manf_p","est",7.11
"2493","13059001800","Ind_other_p","est",5.39
"2494","13059001800","Ind_prof_p","est",9.48
"2495","13059001800","Ind_pubad_p","est",0.57
"2496","13059001800","Ind_retail_p","est",6.54
"2497","13059001800","Ind_trans_p","est",0.9
"2498","13059001800","Ind_whlsl_p","est",4.49
"2499","13059001800","Inet_any_p","est",86.37
"2500","13059001800","Inet_broad_p","est",72.24
"2501","13059001800","Pov_Ov65_p","est",10.14
"2502","13059001800","Pov_Und18_p","est",19.55
"2503","13059001800","Rce_AI_p","est",0
"2504","13059001800","Rce_AsnNH_p","est",2.14
"2505","13059001800","Rce_BlkNH_p","est",8.95
"2506","13059001800","Rce_Hisp_p","est",7.55
"2507","13059001800","Rce_HPI_p","est",0
"2508","13059001800","Rce_OthNH_p","est",0
"2509","13059001800","Rce_WhtNH_p","est",80.23
"2510","13059001800","Rent30_p","est",42.6
"2511","13059001800","Sch_grad_p","est",4.7
"2512","13059001800","Sch_Kpre_p","est",4.22
"2513","13059001800","Sch_ugrad_p","est",6.83
"2514","13059001800","Trn_car_p","est",75.65
"2515","13059001800","Trn_carpool_p","est",5.44
"2516","13059001800","Trn_home_p","est",7.17
"2517","13059001800","Trn_noveh_p","est",0.78
"2518","13059001800","Trn_pub_p","est",4.23
"2519","13059001800","Trn_taxi_p","est",3.02
"2520","13059001800","Trn_walk_p","est",4.49
"2521","13059001900","Age05_p","est",4.17
"2522","13059001900","Age18_24_p","est",20.75
"2523","13059001900","AgeO65_p","est",6.88
"2524","13059001900","AgeU18_p","est",13.65
"2525","13059001900","Ed_ba_p","est",29.92
"2526","13059001900","Ed_hsgrad_p","est",8.06
"2527","13059001900","Ed_lesshs_p","est",3.44
"2528","13059001900","Ed_ma_p","est",17.61
"2529","13059001900","Ed_prof_doc_p","est",19.78
"2530","13059001900","Ed_somecol_p","est",21.19
"2531","13059001900","Empl_labor_p","est",85.86
"2532","13059001900","Empl_unemp_p","est",1.48
"2533","13059001900","HInsur_FBNat_p","est",4.79
"2534","13059001900","HInsur_FBNC_p","est",2.25
"2535","13059001900","HInsur_Nat_p","est",81.82
"2536","13059001900","HousOwn_p","est",31.75
"2537","13059001900","HousRent_p","est",68.25
"2538","13059001900","Inc_10K_p","est",12.95
"2539","13059001900","Inc_200K_p","est",9.4
"2540","13059001900","Inc100K_149K_p","est",8.15
"2541","13059001900","Inc10K_24K_p","est",17.75
"2542","13059001900","Inc150K_199K_p","est",8.88
"2543","13059001900","Inc25K_49K_p","est",16.96
"2544","13059001900","Inc50K_74K_p","est",14
"2545","13059001900","Inc75K_99K_p","est",11.9
"2546","13059001900","Ind_ag_p","est",0.27
"2547","13059001900","Ind_arts_p","est",25.67
"2548","13059001900","Ind_const_p","est",4.66
"2549","13059001900","Ind_edhlth_p","est",37.74
"2550","13059001900","Ind_finan_p","est",2.13
"2551","13059001900","Ind_info_p","est",4.84
"2552","13059001900","Ind_manf_p","est",4.75
"2553","13059001900","Ind_other_p","est",0.62
"2554","13059001900","Ind_prof_p","est",9.72
"2555","13059001900","Ind_pubad_p","est",3.42
"2556","13059001900","Ind_retail_p","est",3.73
"2557","13059001900","Ind_trans_p","est",2.44
"2558","13059001900","Ind_whlsl_p","est",0
"2559","13059001900","Inet_any_p","est",88.76
"2560","13059001900","Inet_broad_p","est",78.24
"2561","13059001900","Pov_Ov65_p","est",6.88
"2562","13059001900","Pov_Und18_p","est",13.65
"2563","13059001900","Rce_AI_p","est",0
"2564","13059001900","Rce_AsnNH_p","est",0.96
"2565","13059001900","Rce_BlkNH_p","est",15.19
"2566","13059001900","Rce_Hisp_p","est",9.79
"2567","13059001900","Rce_HPI_p","est",0
"2568","13059001900","Rce_OthNH_p","est",0
"2569","13059001900","Rce_WhtNH_p","est",67.83
"2570","13059001900","Rent30_p","est",44.8
"2571","13059001900","Sch_grad_p","est",6.21
"2572","13059001900","Sch_Kpre_p","est",2.92
"2573","13059001900","Sch_ugrad_p","est",12.33
"2574","13059001900","Trn_car_p","est",55.58
"2575","13059001900","Trn_carpool_p","est",8.45
"2576","13059001900","Trn_home_p","est",12.24
"2577","13059001900","Trn_noveh_p","est",5.65
"2578","13059001900","Trn_pub_p","est",3.74
"2579","13059001900","Trn_taxi_p","est",11.68
"2580","13059001900","Trn_walk_p","est",8.31
"2581","13059002000","Age05_p","est",5.61
"2582","13059002000","Age18_24_p","est",10.55
"2583","13059002000","AgeO65_p","est",13.17
"2584","13059002000","AgeU18_p","est",19.55
"2585","13059002000","Ed_ba_p","est",37.09
"2586","13059002000","Ed_hsgrad_p","est",4.07
"2587","13059002000","Ed_lesshs_p","est",3.94
"2588","13059002000","Ed_ma_p","est",17.13
"2589","13059002000","Ed_prof_doc_p","est",18.72
"2590","13059002000","Ed_somecol_p","est",19.06
"2591","13059002000","Empl_labor_p","est",78.71
"2592","13059002000","Empl_unemp_p","est",2.09
"2593","13059002000","HInsur_FBNat_p","est",3.73
"2594","13059002000","HInsur_FBNC_p","est",3.29
"2595","13059002000","HInsur_Nat_p","est",87.42
"2596","13059002000","HousOwn_p","est",57.39
"2597","13059002000","HousRent_p","est",42.61
"2598","13059002000","Inc_10K_p","est",11.36
"2599","13059002000","Inc_200K_p","est",10.85
"2600","13059002000","Inc100K_149K_p","est",14.6
"2601","13059002000","Inc10K_24K_p","est",16.13
"2602","13059002000","Inc150K_199K_p","est",13.59
"2603","13059002000","Inc25K_49K_p","est",16.13
"2604","13059002000","Inc50K_74K_p","est",10.85
"2605","13059002000","Inc75K_99K_p","est",6.49
"2606","13059002000","Ind_ag_p","est",0.81
"2607","13059002000","Ind_arts_p","est",12.18
"2608","13059002000","Ind_const_p","est",1.16
"2609","13059002000","Ind_edhlth_p","est",35
"2610","13059002000","Ind_finan_p","est",8.24
"2611","13059002000","Ind_info_p","est",2.06
"2612","13059002000","Ind_manf_p","est",5.28
"2613","13059002000","Ind_other_p","est",4.92
"2614","13059002000","Ind_prof_p","est",10.65
"2615","13059002000","Ind_pubad_p","est",2.06
"2616","13059002000","Ind_retail_p","est",14.41
"2617","13059002000","Ind_trans_p","est",0.9
"2618","13059002000","Ind_whlsl_p","est",2.33
"2619","13059002000","Inet_any_p","est",88.03
"2620","13059002000","Inet_broad_p","est",72.52
"2621","13059002000","Pov_Ov65_p","est",13.17
"2622","13059002000","Pov_Und18_p","est",19.55
"2623","13059002000","Rce_AI_p","est",0
"2624","13059002000","Rce_AsnNH_p","est",6.49
"2625","13059002000","Rce_BlkNH_p","est",4.79
"2626","13059002000","Rce_Hisp_p","est",2.81
"2627","13059002000","Rce_HPI_p","est",0
"2628","13059002000","Rce_OthNH_p","est",0.1
"2629","13059002000","Rce_WhtNH_p","est",81.07
"2630","13059002000","Rent30_p","est",45.65
"2631","13059002000","Sch_grad_p","est",2.45
"2632","13059002000","Sch_Kpre_p","est",2.76
"2633","13059002000","Sch_ugrad_p","est",6.41
"2634","13059002000","Trn_car_p","est",59.98
"2635","13059002000","Trn_carpool_p","est",6.35
"2636","13059002000","Trn_home_p","est",24.38
"2637","13059002000","Trn_noveh_p","est",10.67
"2638","13059002000","Trn_pub_p","est",1.75
"2639","13059002000","Trn_taxi_p","est",3.31
"2640","13059002000","Trn_walk_p","est",4.23
"2641","13059002100","Age05_p","est",3.79
"2642","13059002100","Age18_24_p","est",49.95
"2643","13059002100","AgeO65_p","est",6.12
"2644","13059002100","AgeU18_p","est",4.99
"2645","13059002100","Ed_ba_p","est",33.47
"2646","13059002100","Ed_hsgrad_p","est",10.89
"2647","13059002100","Ed_lesshs_p","est",0
"2648","13059002100","Ed_ma_p","est",23.66
"2649","13059002100","Ed_prof_doc_p","est",21.7
"2650","13059002100","Ed_somecol_p","est",10.28
"2651","13059002100","Empl_labor_p","est",47.83
"2652","13059002100","Empl_unemp_p","est",3.82
"2653","13059002100","HInsur_FBNat_p","est",4.67
"2654","13059002100","HInsur_FBNC_p","est",1.55
"2655","13059002100","HInsur_Nat_p","est",89.33
"2656","13059002100","HousOwn_p","est",32.49
"2657","13059002100","HousRent_p","est",67.51
"2658","13059002100","Inc_10K_p","est",21.73
"2659","13059002100","Inc_200K_p","est",8.07
"2660","13059002100","Inc100K_149K_p","est",11.68
"2661","13059002100","Inc10K_24K_p","est",25.34
"2662","13059002100","Inc150K_199K_p","est",5.31
"2663","13059002100","Inc25K_49K_p","est",12.17
"2664","13059002100","Inc50K_74K_p","est",9.98
"2665","13059002100","Inc75K_99K_p","est",5.73
"2666","13059002100","Ind_ag_p","est",0
"2667","13059002100","Ind_arts_p","est",23.53
"2668","13059002100","Ind_const_p","est",4.71
"2669","13059002100","Ind_edhlth_p","est",37.87
"2670","13059002100","Ind_finan_p","est",6.75
"2671","13059002100","Ind_info_p","est",1.81
"2672","13059002100","Ind_manf_p","est",0.96
"2673","13059002100","Ind_other_p","est",3.68
"2674","13059002100","Ind_prof_p","est",6.63
"2675","13059002100","Ind_pubad_p","est",1.08
"2676","13059002100","Ind_retail_p","est",9.81
"2677","13059002100","Ind_trans_p","est",2.55
"2678","13059002100","Ind_whlsl_p","est",0.62
"2679","13059002100","Inet_any_p","est",92.43
"2680","13059002100","Inet_broad_p","est",88.11
"2681","13059002100","Pov_Ov65_p","est",6.12
"2682","13059002100","Pov_Und18_p","est",4.67
"2683","13059002100","Rce_AI_p","est",0
"2684","13059002100","Rce_AsnNH_p","est",4.97
"2685","13059002100","Rce_BlkNH_p","est",4.78
"2686","13059002100","Rce_Hisp_p","est",4.25
"2687","13059002100","Rce_HPI_p","est",0
"2688","13059002100","Rce_OthNH_p","est",0
"2689","13059002100","Rce_WhtNH_p","est",84.1
"2690","13059002100","Rent30_p","est",62.83
"2691","13059002100","Sch_grad_p","est",8.04
"2692","13059002100","Sch_Kpre_p","est",1.19
"2693","13059002100","Sch_ugrad_p","est",58.19
"2694","13059002100","Trn_car_p","est",57.27
"2695","13059002100","Trn_carpool_p","est",3.25
"2696","13059002100","Trn_home_p","est",7.34
"2697","13059002100","Trn_noveh_p","est",4.03
"2698","13059002100","Trn_pub_p","est",3.39
"2699","13059002100","Trn_taxi_p","est",4.1
"2700","13059002100","Trn_walk_p","est",24.65
"2701","13059002200","Age05_p","est",5.13
"2702","13059002200","Age18_24_p","est",32.92
"2703","13059002200","AgeO65_p","est",6.68
"2704","13059002200","AgeU18_p","est",16.56
"2705","13059002200","Ed_ba_p","est",36.26
"2706","13059002200","Ed_hsgrad_p","est",5.04
"2707","13059002200","Ed_lesshs_p","est",0.37
"2708","13059002200","Ed_ma_p","est",23.1
"2709","13059002200","Ed_prof_doc_p","est",17.91
"2710","13059002200","Ed_somecol_p","est",17.32
"2711","13059002200","Empl_labor_p","est",78.63
"2712","13059002200","Empl_unemp_p","est",0.61
"2713","13059002200","HInsur_FBNat_p","est",2.53
"2714","13059002200","HInsur_FBNC_p","est",6.96
"2715","13059002200","HInsur_Nat_p","est",74.12
"2716","13059002200","HousOwn_p","est",24.31
"2717","13059002200","HousRent_p","est",75.69
"2718","13059002200","Inc_10K_p","est",6.21
"2719","13059002200","Inc_200K_p","est",6.3
"2720","13059002200","Inc100K_149K_p","est",9.13
"2721","13059002200","Inc10K_24K_p","est",23.01
"2722","13059002200","Inc150K_199K_p","est",5.84
"2723","13059002200","Inc25K_49K_p","est",17.44
"2724","13059002200","Inc50K_74K_p","est",20.18
"2725","13059002200","Inc75K_99K_p","est",11.87
"2726","13059002200","Ind_ag_p","est",0
"2727","13059002200","Ind_arts_p","est",20.15
"2728","13059002200","Ind_const_p","est",1.24
"2729","13059002200","Ind_edhlth_p","est",46.06
"2730","13059002200","Ind_finan_p","est",4.65
"2731","13059002200","Ind_info_p","est",0
"2732","13059002200","Ind_manf_p","est",2.17
"2733","13059002200","Ind_other_p","est",2.29
