"","GEOID","NAME","variable","estimate","moe","source"
"763","13059140500","Census Tract 1405, Clarke County, Georgia","B03002_012",202,170,"American Community Survey, 5 year sample, 2016-2020"
"764","13059140500","Census Tract 1405, Clarke County, Georgia","B08141_001",669,161,"American Community Survey, 5 year sample, 2016-2020"
"765","13059140500","Census Tract 1405, Clarke County, Georgia","B08141_002",73,48,"American Community Survey, 5 year sample, 2016-2020"
"766","13059140500","Census Tract 1405, Clarke County, Georgia","B08141_006",460,144,"American Community Survey, 5 year sample, 2016-2020"
"767","13059140500","Census Tract 1405, Clarke County, Georgia","B08141_011",151,88,"American Community Survey, 5 year sample, 2016-2020"
"768","13059140500","Census Tract 1405, Clarke County, Georgia","B08141_016",23,26,"American Community Survey, 5 year sample, 2016-2020"
"769","13059140500","Census Tract 1405, Clarke County, Georgia","B08141_021",0,14,"American Community Survey, 5 year sample, 2016-2020"
"770","13059140500","Census Tract 1405, Clarke County, Georgia","B08141_026",33,32,"American Community Survey, 5 year sample, 2016-2020"
"771","13059140500","Census Tract 1405, Clarke County, Georgia","B08141_031",2,17,"American Community Survey, 5 year sample, 2016-2020"
"772","13059140500","Census Tract 1405, Clarke County, Georgia","B14007_001",1856,369,"American Community Survey, 5 year sample, 2016-2020"
"773","13059140500","Census Tract 1405, Clarke County, Georgia","B14007_003",22,37,"American Community Survey, 5 year sample, 2016-2020"
"774","13059140500","Census Tract 1405, Clarke County, Georgia","B14007_004",13,21,"American Community Survey, 5 year sample, 2016-2020"
"775","13059140500","Census Tract 1405, Clarke County, Georgia","B14007_017",12,15,"American Community Survey, 5 year sample, 2016-2020"
"776","13059140500","Census Tract 1405, Clarke County, Georgia","B14007_018",12,22,"American Community Survey, 5 year sample, 2016-2020"
"777","13059140500","Census Tract 1405, Clarke County, Georgia","B15003_001",1378,301,"American Community Survey, 5 year sample, 2016-2020"
"778","13059140500","Census Tract 1405, Clarke County, Georgia","B15003_022",86,106,"American Community Survey, 5 year sample, 2016-2020"
"779","13059140500","Census Tract 1405, Clarke County, Georgia","B15003_023",28,41,"American Community Survey, 5 year sample, 2016-2020"
"780","13059140500","Census Tract 1405, Clarke County, Georgia","B15003_024",12,22,"American Community Survey, 5 year sample, 2016-2020"
"781","13059140500","Census Tract 1405, Clarke County, Georgia","B15003_025",0,14,"American Community Survey, 5 year sample, 2016-2020"
"782","13059140500","Census Tract 1405, Clarke County, Georgia","B16010_001",1378,301,"American Community Survey, 5 year sample, 2016-2020"
"783","13059140500","Census Tract 1405, Clarke County, Georgia","B16010_002",482,143,"American Community Survey, 5 year sample, 2016-2020"
"784","13059140500","Census Tract 1405, Clarke County, Georgia","B16010_015",465,128,"American Community Survey, 5 year sample, 2016-2020"
"785","13059140500","Census Tract 1405, Clarke County, Georgia","B16010_028",305,217,"American Community Survey, 5 year sample, 2016-2020"
"786","13059140500","Census Tract 1405, Clarke County, Georgia","B17020_001",1670,312,"American Community Survey, 5 year sample, 2016-2020"
"787","13059140500","Census Tract 1405, Clarke County, Georgia","B17020_002",663,217,"American Community Survey, 5 year sample, 2016-2020"
"788","13059140500","Census Tract 1405, Clarke County, Georgia","B19001_001",909,233,"American Community Survey, 5 year sample, 2016-2020"
"789","13059140500","Census Tract 1405, Clarke County, Georgia","B19001_002",147,114,"American Community Survey, 5 year sample, 2016-2020"
"790","13059140500","Census Tract 1405, Clarke County, Georgia","B19001_003",185,103,"American Community Survey, 5 year sample, 2016-2020"
"791","13059140500","Census Tract 1405, Clarke County, Georgia","B19001_004",263,215,"American Community Survey, 5 year sample, 2016-2020"
"792","13059140500","Census Tract 1405, Clarke County, Georgia","B19001_005",41,39,"American Community Survey, 5 year sample, 2016-2020"
"793","13059140500","Census Tract 1405, Clarke County, Georgia","B19001_006",21,26,"American Community Survey, 5 year sample, 2016-2020"
"794","13059140500","Census Tract 1405, Clarke County, Georgia","B19001_007",51,56,"American Community Survey, 5 year sample, 2016-2020"
"795","13059140500","Census Tract 1405, Clarke County, Georgia","B19001_008",0,14,"American Community Survey, 5 year sample, 2016-2020"
"796","13059140500","Census Tract 1405, Clarke County, Georgia","B19001_009",22,29,"American Community Survey, 5 year sample, 2016-2020"
"797","13059140500","Census Tract 1405, Clarke County, Georgia","B19001_010",0,14,"American Community Survey, 5 year sample, 2016-2020"
"798","13059140500","Census Tract 1405, Clarke County, Georgia","B19001_011",124,65,"American Community Survey, 5 year sample, 2016-2020"
"799","13059140500","Census Tract 1405, Clarke County, Georgia","B19001_012",28,41,"American Community Survey, 5 year sample, 2016-2020"
"800","13059140500","Census Tract 1405, Clarke County, Georgia","B19001_013",20,27,"American Community Survey, 5 year sample, 2016-2020"
"801","13059140500","Census Tract 1405, Clarke County, Georgia","B19001_014",4,9,"American Community Survey, 5 year sample, 2016-2020"
"802","13059140500","Census Tract 1405, Clarke County, Georgia","B19001_015",3,9,"American Community Survey, 5 year sample, 2016-2020"
"803","13059140500","Census Tract 1405, Clarke County, Georgia","B19001_016",0,14,"American Community Survey, 5 year sample, 2016-2020"
"804","13059140500","Census Tract 1405, Clarke County, Georgia","B19001_017",0,14,"American Community Survey, 5 year sample, 2016-2020"
"805","13059140500","Census Tract 1405, Clarke County, Georgia","B25001_001",934,231,"American Community Survey, 5 year sample, 2016-2020"
"806","13059140500","Census Tract 1405, Clarke County, Georgia","B25008_001",1670,312,"American Community Survey, 5 year sample, 2016-2020"
"807","13059140500","Census Tract 1405, Clarke County, Georgia","B25008_002",452,252,"American Community Survey, 5 year sample, 2016-2020"
"808","13059140500","Census Tract 1405, Clarke County, Georgia","B25008_003",1218,282,"American Community Survey, 5 year sample, 2016-2020"
"809","13059140500","Census Tract 1405, Clarke County, Georgia","B25070_001",705,206,"American Community Survey, 5 year sample, 2016-2020"
"810","13059140500","Census Tract 1405, Clarke County, Georgia","B25070_007",41,56,"American Community Survey, 5 year sample, 2016-2020"
"811","13059140500","Census Tract 1405, Clarke County, Georgia","B25070_008",44,38,"American Community Survey, 5 year sample, 2016-2020"
"812","13059140500","Census Tract 1405, Clarke County, Georgia","B25070_009",50,54,"American Community Survey, 5 year sample, 2016-2020"
"813","13059140500","Census Tract 1405, Clarke County, Georgia","B25070_010",374,217,"American Community Survey, 5 year sample, 2016-2020"
"814","13059140500","Census Tract 1405, Clarke County, Georgia","B27003_009",63,43,"American Community Survey, 5 year sample, 2016-2020"
"815","13059140500","Census Tract 1405, Clarke County, Georgia","B27003_037",122,50,"American Community Survey, 5 year sample, 2016-2020"
"816","13059140500","Census Tract 1405, Clarke County, Georgia","B27020_003",1179,342,"American Community Survey, 5 year sample, 2016-2020"
"817","13059140500","Census Tract 1405, Clarke County, Georgia","B27020_009",0,14,"American Community Survey, 5 year sample, 2016-2020"
"818","13059140500","Census Tract 1405, Clarke County, Georgia","B27020_014",55,62,"American Community Survey, 5 year sample, 2016-2020"
"819","13059140500","Census Tract 1405, Clarke County, Georgia","B28011_001",909,233,"American Community Survey, 5 year sample, 2016-2020"
"820","13059140500","Census Tract 1405, Clarke County, Georgia","B28011_002",677,234,"American Community Survey, 5 year sample, 2016-2020"
"821","13059140500","Census Tract 1405, Clarke County, Georgia","B28011_004",468,246,"American Community Survey, 5 year sample, 2016-2020"
"822","13059140500","Census Tract 1405, Clarke County, Georgia","C18120_001",1064,181,"American Community Survey, 5 year sample, 2016-2020"
"823","13059140500","Census Tract 1405, Clarke County, Georgia","C18120_002",664,164,"American Community Survey, 5 year sample, 2016-2020"
"824","13059140500","Census Tract 1405, Clarke County, Georgia","C18120_006",29,44,"American Community Survey, 5 year sample, 2016-2020"
"825","13059140500","Census Tract 1405, Clarke County, Georgia","C18130_002",276,124,"American Community Survey, 5 year sample, 2016-2020"
"826","13059140500","Census Tract 1405, Clarke County, Georgia","C18130_016",330,209,"American Community Survey, 5 year sample, 2016-2020"
"827","13059140500","Census Tract 1405, Clarke County, Georgia","C24070_001",669,161,"American Community Survey, 5 year sample, 2016-2020"
"828","13059140500","Census Tract 1405, Clarke County, Georgia","C24070_002",0,14,"American Community Survey, 5 year sample, 2016-2020"
"829","13059140500","Census Tract 1405, Clarke County, Georgia","C24070_003",17,30,"American Community Survey, 5 year sample, 2016-2020"
"830","13059140500","Census Tract 1405, Clarke County, Georgia","C24070_004",120,67,"American Community Survey, 5 year sample, 2016-2020"
"831","13059140500","Census Tract 1405, Clarke County, Georgia","C24070_005",13,22,"American Community Survey, 5 year sample, 2016-2020"
"832","13059140500","Census Tract 1405, Clarke County, Georgia","C24070_006",106,80,"American Community Survey, 5 year sample, 2016-2020"
"833","13059140500","Census Tract 1405, Clarke County, Georgia","C24070_007",30,23,"American Community Survey, 5 year sample, 2016-2020"
"834","13059140500","Census Tract 1405, Clarke County, Georgia","C24070_008",0,14,"American Community Survey, 5 year sample, 2016-2020"
"835","13059140500","Census Tract 1405, Clarke County, Georgia","C24070_009",0,14,"American Community Survey, 5 year sample, 2016-2020"
"836","13059140500","Census Tract 1405, Clarke County, Georgia","C24070_010",74,82,"American Community Survey, 5 year sample, 2016-2020"
"837","13059140500","Census Tract 1405, Clarke County, Georgia","C24070_011",226,103,"American Community Survey, 5 year sample, 2016-2020"
"838","13059140500","Census Tract 1405, Clarke County, Georgia","C24070_012",41,48,"American Community Survey, 5 year sample, 2016-2020"
"839","13059140500","Census Tract 1405, Clarke County, Georgia","C24070_013",42,37,"American Community Survey, 5 year sample, 2016-2020"
"840","13059140500","Census Tract 1405, Clarke County, Georgia","C24070_014",0,14,"American Community Survey, 5 year sample, 2016-2020"
"841","13059002200","Census Tract 22, Clarke County, Georgia","B01001_003",103,72,"American Community Survey, 5 year sample, 2016-2020"
"842","13059002200","Census Tract 22, Clarke County, Georgia","B01001_004",109,87,"American Community Survey, 5 year sample, 2016-2020"
"843","13059002200","Census Tract 22, Clarke County, Georgia","B01001_005",34,42,"American Community Survey, 5 year sample, 2016-2020"
"844","13059002200","Census Tract 22, Clarke County, Georgia","B01001_006",38,29,"American Community Survey, 5 year sample, 2016-2020"
"845","13059002200","Census Tract 22, Clarke County, Georgia","B01001_020",18,22,"American Community Survey, 5 year sample, 2016-2020"
"846","13059002200","Census Tract 22, Clarke County, Georgia","B01001_021",17,20,"American Community Survey, 5 year sample, 2016-2020"
"847","13059002200","Census Tract 22, Clarke County, Georgia","B01001_022",13,16,"American Community Survey, 5 year sample, 2016-2020"
"848","13059002200","Census Tract 22, Clarke County, Georgia","B01001_023",0,14,"American Community Survey, 5 year sample, 2016-2020"
"849","13059002200","Census Tract 22, Clarke County, Georgia","B01001_024",0,14,"American Community Survey, 5 year sample, 2016-2020"
"850","13059002200","Census Tract 22, Clarke County, Georgia","B01001_025",0,14,"American Community Survey, 5 year sample, 2016-2020"
"851","13059002200","Census Tract 22, Clarke County, Georgia","B01001_027",29,27,"American Community Survey, 5 year sample, 2016-2020"
"852","13059002200","Census Tract 22, Clarke County, Georgia","B01001_028",52,44,"American Community Survey, 5 year sample, 2016-2020"
"853","13059002200","Census Tract 22, Clarke County, Georgia","B01001_029",61,35,"American Community Survey, 5 year sample, 2016-2020"
"854","13059002200","Census Tract 22, Clarke County, Georgia","B01001_030",0,14,"American Community Survey, 5 year sample, 2016-2020"
"855","13059002200","Census Tract 22, Clarke County, Georgia","B01001_044",38,33,"American Community Survey, 5 year sample, 2016-2020"
"856","13059002200","Census Tract 22, Clarke County, Georgia","B01001_045",28,34,"American Community Survey, 5 year sample, 2016-2020"
"857","13059002200","Census Tract 22, Clarke County, Georgia","B01001_046",31,38,"American Community Survey, 5 year sample, 2016-2020"
"858","13059002200","Census Tract 22, Clarke County, Georgia","B01001_047",27,37,"American Community Survey, 5 year sample, 2016-2020"
"859","13059002200","Census Tract 22, Clarke County, Georgia","B01001_048",0,14,"American Community Survey, 5 year sample, 2016-2020"
"860","13059002200","Census Tract 22, Clarke County, Georgia","B01001_049",0,14,"American Community Survey, 5 year sample, 2016-2020"
"861","13059002200","Census Tract 22, Clarke County, Georgia","B01003_001",2573,399,"American Community Survey, 5 year sample, 2016-2020"
"862","13059002200","Census Tract 22, Clarke County, Georgia","B03002_003",2146,308,"American Community Survey, 5 year sample, 2016-2020"
"863","13059002200","Census Tract 22, Clarke County, Georgia","B03002_004",79,66,"American Community Survey, 5 year sample, 2016-2020"
"864","13059002200","Census Tract 22, Clarke County, Georgia","B03002_005",0,14,"American Community Survey, 5 year sample, 2016-2020"
"865","13059002200","Census Tract 22, Clarke County, Georgia","B03002_006",223,216,"American Community Survey, 5 year sample, 2016-2020"
"866","13059002200","Census Tract 22, Clarke County, Georgia","B03002_007",0,14,"American Community Survey, 5 year sample, 2016-2020"
"867","13059002200","Census Tract 22, Clarke County, Georgia","B03002_008",15,26,"American Community Survey, 5 year sample, 2016-2020"
"868","13059002200","Census Tract 22, Clarke County, Georgia","B03002_012",105,74,"American Community Survey, 5 year sample, 2016-2020"
"869","13059002200","Census Tract 22, Clarke County, Georgia","B08141_001",1571,294,"American Community Survey, 5 year sample, 2016-2020"
"870","13059002200","Census Tract 22, Clarke County, Georgia","B08141_002",0,14,"American Community Survey, 5 year sample, 2016-2020"
"871","13059002200","Census Tract 22, Clarke County, Georgia","B08141_006",1103,244,"American Community Survey, 5 year sample, 2016-2020"
"872","13059002200","Census Tract 22, Clarke County, Georgia","B08141_011",68,47,"American Community Survey, 5 year sample, 2016-2020"
"873","13059002200","Census Tract 22, Clarke County, Georgia","B08141_016",84,96,"American Community Survey, 5 year sample, 2016-2020"
"874","13059002200","Census Tract 22, Clarke County, Georgia","B08141_021",67,52,"American Community Survey, 5 year sample, 2016-2020"
"875","13059002200","Census Tract 22, Clarke County, Georgia","B08141_026",20,23,"American Community Survey, 5 year sample, 2016-2020"
"876","13059002200","Census Tract 22, Clarke County, Georgia","B08141_031",229,152,"American Community Survey, 5 year sample, 2016-2020"
"877","13059002200","Census Tract 22, Clarke County, Georgia","B14007_001",2534,395,"American Community Survey, 5 year sample, 2016-2020"
"878","13059002200","Census Tract 22, Clarke County, Georgia","B14007_003",79,57,"American Community Survey, 5 year sample, 2016-2020"
"879","13059002200","Census Tract 22, Clarke County, Georgia","B14007_004",16,19,"American Community Survey, 5 year sample, 2016-2020"
"880","13059002200","Census Tract 22, Clarke County, Georgia","B14007_017",575,222,"American Community Survey, 5 year sample, 2016-2020"
"881","13059002200","Census Tract 22, Clarke County, Georgia","B14007_018",183,83,"American Community Survey, 5 year sample, 2016-2020"
"882","13059002200","Census Tract 22, Clarke County, Georgia","B15003_001",1368,224,"American Community Survey, 5 year sample, 2016-2020"
"883","13059002200","Census Tract 22, Clarke County, Georgia","B15003_022",496,171,"American Community Survey, 5 year sample, 2016-2020"
"884","13059002200","Census Tract 22, Clarke County, Georgia","B15003_023",316,122,"American Community Survey, 5 year sample, 2016-2020"
"885","13059002200","Census Tract 22, Clarke County, Georgia","B15003_024",51,41,"American Community Survey, 5 year sample, 2016-2020"
"886","13059002200","Census Tract 22, Clarke County, Georgia","B15003_025",194,90,"American Community Survey, 5 year sample, 2016-2020"
"887","13059002200","Census Tract 22, Clarke County, Georgia","B16010_001",1368,224,"American Community Survey, 5 year sample, 2016-2020"
"888","13059002200","Census Tract 22, Clarke County, Georgia","B16010_002",5,8,"American Community Survey, 5 year sample, 2016-2020"
"889","13059002200","Census Tract 22, Clarke County, Georgia","B16010_015",69,53,"American Community Survey, 5 year sample, 2016-2020"
"890","13059002200","Census Tract 22, Clarke County, Georgia","B16010_028",237,82,"American Community Survey, 5 year sample, 2016-2020"
"891","13059002200","Census Tract 22, Clarke County, Georgia","B17020_001",2573,399,"American Community Survey, 5 year sample, 2016-2020"
"892","13059002200","Census Tract 22, Clarke County, Georgia","B17020_002",726,245,"American Community Survey, 5 year sample, 2016-2020"
"893","13059002200","Census Tract 22, Clarke County, Georgia","B19001_001",1095,164,"American Community Survey, 5 year sample, 2016-2020"
"894","13059002200","Census Tract 22, Clarke County, Georgia","B19001_002",68,48,"American Community Survey, 5 year sample, 2016-2020"
"895","13059002200","Census Tract 22, Clarke County, Georgia","B19001_003",100,76,"American Community Survey, 5 year sample, 2016-2020"
"896","13059002200","Census Tract 22, Clarke County, Georgia","B19001_004",108,73,"American Community Survey, 5 year sample, 2016-2020"
"897","13059002200","Census Tract 22, Clarke County, Georgia","B19001_005",44,42,"American Community Survey, 5 year sample, 2016-2020"
"898","13059002200","Census Tract 22, Clarke County, Georgia","B19001_006",43,45,"American Community Survey, 5 year sample, 2016-2020"
"899","13059002200","Census Tract 22, Clarke County, Georgia","B19001_007",49,42,"American Community Survey, 5 year sample, 2016-2020"
"900","13059002200","Census Tract 22, Clarke County, Georgia","B19001_008",26,30,"American Community Survey, 5 year sample, 2016-2020"
"901","13059002200","Census Tract 22, Clarke County, Georgia","B19001_009",8,13,"American Community Survey, 5 year sample, 2016-2020"
"902","13059002200","Census Tract 22, Clarke County, Georgia","B19001_010",65,90,"American Community Survey, 5 year sample, 2016-2020"
"903","13059002200","Census Tract 22, Clarke County, Georgia","B19001_011",89,60,"American Community Survey, 5 year sample, 2016-2020"
"904","13059002200","Census Tract 22, Clarke County, Georgia","B19001_012",132,85,"American Community Survey, 5 year sample, 2016-2020"
"905","13059002200","Census Tract 22, Clarke County, Georgia","B19001_013",130,82,"American Community Survey, 5 year sample, 2016-2020"
"906","13059002200","Census Tract 22, Clarke County, Georgia","B19001_014",41,37,"American Community Survey, 5 year sample, 2016-2020"
"907","13059002200","Census Tract 22, Clarke County, Georgia","B19001_015",59,35,"American Community Survey, 5 year sample, 2016-2020"
"908","13059002200","Census Tract 22, Clarke County, Georgia","B19001_016",64,39,"American Community Survey, 5 year sample, 2016-2020"
"909","13059002200","Census Tract 22, Clarke County, Georgia","B19001_017",69,39,"American Community Survey, 5 year sample, 2016-2020"
"910","13059002200","Census Tract 22, Clarke County, Georgia","B25001_001",1159,155,"American Community Survey, 5 year sample, 2016-2020"
"911","13059002200","Census Tract 22, Clarke County, Georgia","B25008_001",2555,399,"American Community Survey, 5 year sample, 2016-2020"
"912","13059002200","Census Tract 22, Clarke County, Georgia","B25008_002",621,173,"American Community Survey, 5 year sample, 2016-2020"
"913","13059002200","Census Tract 22, Clarke County, Georgia","B25008_003",1934,410,"American Community Survey, 5 year sample, 2016-2020"
"914","13059002200","Census Tract 22, Clarke County, Georgia","B25070_001",829,170,"American Community Survey, 5 year sample, 2016-2020"
"915","13059002200","Census Tract 22, Clarke County, Georgia","B25070_007",56,45,"American Community Survey, 5 year sample, 2016-2020"
"916","13059002200","Census Tract 22, Clarke County, Georgia","B25070_008",25,39,"American Community Survey, 5 year sample, 2016-2020"
"917","13059002200","Census Tract 22, Clarke County, Georgia","B25070_009",44,44,"American Community Survey, 5 year sample, 2016-2020"
"918","13059002200","Census Tract 22, Clarke County, Georgia","B25070_010",271,89,"American Community Survey, 5 year sample, 2016-2020"
"919","13059002200","Census Tract 22, Clarke County, Georgia","B27003_009",405,241,"American Community Survey, 5 year sample, 2016-2020"
"920","13059002200","Census Tract 22, Clarke County, Georgia","B27003_037",442,161,"American Community Survey, 5 year sample, 2016-2020"
"921","13059002200","Census Tract 22, Clarke County, Georgia","B27020_003",1907,340,"American Community Survey, 5 year sample, 2016-2020"
"922","13059002200","Census Tract 22, Clarke County, Georgia","B27020_009",65,53,"American Community Survey, 5 year sample, 2016-2020"
"923","13059002200","Census Tract 22, Clarke County, Georgia","B27020_014",179,168,"American Community Survey, 5 year sample, 2016-2020"
"924","13059002200","Census Tract 22, Clarke County, Georgia","B28011_001",1095,164,"American Community Survey, 5 year sample, 2016-2020"
"925","13059002200","Census Tract 22, Clarke County, Georgia","B28011_002",1049,170,"American Community Survey, 5 year sample, 2016-2020"
"926","13059002200","Census Tract 22, Clarke County, Georgia","B28011_004",920,164,"American Community Survey, 5 year sample, 2016-2020"
"927","13059002200","Census Tract 22, Clarke County, Georgia","C18120_001",1975,327,"American Community Survey, 5 year sample, 2016-2020"
"928","13059002200","Census Tract 22, Clarke County, Georgia","C18120_002",1553,281,"American Community Survey, 5 year sample, 2016-2020"
"929","13059002200","Census Tract 22, Clarke County, Georgia","C18120_006",12,13,"American Community Survey, 5 year sample, 2016-2020"
"930","13059002200","Census Tract 22, Clarke County, Georgia","C18130_002",426,155,"American Community Survey, 5 year sample, 2016-2020"
"931","13059002200","Census Tract 22, Clarke County, Georgia","C18130_016",172,70,"American Community Survey, 5 year sample, 2016-2020"
"932","13059002200","Census Tract 22, Clarke County, Georgia","C24070_001",1613,288,"American Community Survey, 5 year sample, 2016-2020"
"933","13059002200","Census Tract 22, Clarke County, Georgia","C24070_002",0,14,"American Community Survey, 5 year sample, 2016-2020"
"934","13059002200","Census Tract 22, Clarke County, Georgia","C24070_003",20,21,"American Community Survey, 5 year sample, 2016-2020"
"935","13059002200","Census Tract 22, Clarke County, Georgia","C24070_004",35,34,"American Community Survey, 5 year sample, 2016-2020"
"936","13059002200","Census Tract 22, Clarke County, Georgia","C24070_005",10,16,"American Community Survey, 5 year sample, 2016-2020"
"937","13059002200","Census Tract 22, Clarke County, Georgia","C24070_006",108,51,"American Community Survey, 5 year sample, 2016-2020"
"938","13059002200","Census Tract 22, Clarke County, Georgia","C24070_007",30,36,"American Community Survey, 5 year sample, 2016-2020"
"939","13059002200","Census Tract 22, Clarke County, Georgia","C24070_008",0,14,"American Community Survey, 5 year sample, 2016-2020"
"940","13059002200","Census Tract 22, Clarke County, Georgia","C24070_009",75,51,"American Community Survey, 5 year sample, 2016-2020"
"941","13059002200","Census Tract 22, Clarke County, Georgia","C24070_010",174,76,"American Community Survey, 5 year sample, 2016-2020"
"942","13059002200","Census Tract 22, Clarke County, Georgia","C24070_011",743,198,"American Community Survey, 5 year sample, 2016-2020"
"943","13059002200","Census Tract 22, Clarke County, Georgia","C24070_012",325,133,"American Community Survey, 5 year sample, 2016-2020"
"944","13059002200","Census Tract 22, Clarke County, Georgia","C24070_013",37,30,"American Community Survey, 5 year sample, 2016-2020"
"945","13059002200","Census Tract 22, Clarke County, Georgia","C24070_014",56,45,"American Community Survey, 5 year sample, 2016-2020"
"946","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_003",73,72,"American Community Survey, 5 year sample, 2016-2020"
"947","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_004",47,59,"American Community Survey, 5 year sample, 2016-2020"
"948","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_005",80,65,"American Community Survey, 5 year sample, 2016-2020"
"949","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_006",0,14,"American Community Survey, 5 year sample, 2016-2020"
"950","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_020",15,16,"American Community Survey, 5 year sample, 2016-2020"
"951","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_021",16,26,"American Community Survey, 5 year sample, 2016-2020"
"952","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_022",28,33,"American Community Survey, 5 year sample, 2016-2020"
"953","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_023",21,25,"American Community Survey, 5 year sample, 2016-2020"
"954","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_024",5,8,"American Community Survey, 5 year sample, 2016-2020"
"955","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_025",16,24,"American Community Survey, 5 year sample, 2016-2020"
"956","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_027",78,60,"American Community Survey, 5 year sample, 2016-2020"
"957","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_028",35,19,"American Community Survey, 5 year sample, 2016-2020"
"958","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_029",10,14,"American Community Survey, 5 year sample, 2016-2020"
"959","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_030",0,14,"American Community Survey, 5 year sample, 2016-2020"
"960","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_044",10,14,"American Community Survey, 5 year sample, 2016-2020"
"961","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_045",46,43,"American Community Survey, 5 year sample, 2016-2020"
"962","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_046",96,66,"American Community Survey, 5 year sample, 2016-2020"
"963","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_047",55,36,"American Community Survey, 5 year sample, 2016-2020"
"964","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_048",35,33,"American Community Survey, 5 year sample, 2016-2020"
"965","13059150600","Census Tract 1506, Clarke County, Georgia","B01001_049",23,21,"American Community Survey, 5 year sample, 2016-2020"
"966","13059150600","Census Tract 1506, Clarke County, Georgia","B01003_001",3708,406,"American Community Survey, 5 year sample, 2016-2020"
"967","13059150600","Census Tract 1506, Clarke County, Georgia","B03002_003",2120,334,"American Community Survey, 5 year sample, 2016-2020"
"968","13059150600","Census Tract 1506, Clarke County, Georgia","B03002_004",1337,350,"American Community Survey, 5 year sample, 2016-2020"
"969","13059150600","Census Tract 1506, Clarke County, Georgia","B03002_005",0,14,"American Community Survey, 5 year sample, 2016-2020"
"970","13059150600","Census Tract 1506, Clarke County, Georgia","B03002_006",55,53,"American Community Survey, 5 year sample, 2016-2020"
"971","13059150600","Census Tract 1506, Clarke County, Georgia","B03002_007",0,14,"American Community Survey, 5 year sample, 2016-2020"
"972","13059150600","Census Tract 1506, Clarke County, Georgia","B03002_008",0,14,"American Community Survey, 5 year sample, 2016-2020"
"973","13059150600","Census Tract 1506, Clarke County, Georgia","B03002_012",36,35,"American Community Survey, 5 year sample, 2016-2020"
"974","13059150600","Census Tract 1506, Clarke County, Georgia","B08141_001",2161,357,"American Community Survey, 5 year sample, 2016-2020"
"975","13059150600","Census Tract 1506, Clarke County, Georgia","B08141_002",122,82,"American Community Survey, 5 year sample, 2016-2020"
"976","13059150600","Census Tract 1506, Clarke County, Georgia","B08141_006",1657,330,"American Community Survey, 5 year sample, 2016-2020"
"977","13059150600","Census Tract 1506, Clarke County, Georgia","B08141_011",73,76,"American Community Survey, 5 year sample, 2016-2020"
"978","13059150600","Census Tract 1506, Clarke County, Georgia","B08141_016",102,63,"American Community Survey, 5 year sample, 2016-2020"
"979","13059150600","Census Tract 1506, Clarke County, Georgia","B08141_021",66,89,"American Community Survey, 5 year sample, 2016-2020"
"980","13059150600","Census Tract 1506, Clarke County, Georgia","B08141_026",109,92,"American Community Survey, 5 year sample, 2016-2020"
"981","13059150600","Census Tract 1506, Clarke County, Georgia","B08141_031",154,96,"American Community Survey, 5 year sample, 2016-2020"
"982","13059150600","Census Tract 1506, Clarke County, Georgia","B14007_001",3583,395,"American Community Survey, 5 year sample, 2016-2020"
"983","13059150600","Census Tract 1506, Clarke County, Georgia","B14007_003",26,43,"American Community Survey, 5 year sample, 2016-2020"
"984","13059150600","Census Tract 1506, Clarke County, Georgia","B14007_004",0,14,"American Community Survey, 5 year sample, 2016-2020"
"985","13059150600","Census Tract 1506, Clarke County, Georgia","B14007_017",463,183,"American Community Survey, 5 year sample, 2016-2020"
"986","13059150600","Census Tract 1506, Clarke County, Georgia","B14007_018",233,89,"American Community Survey, 5 year sample, 2016-2020"
"987","13059150600","Census Tract 1506, Clarke County, Georgia","B15003_001",2424,371,"American Community Survey, 5 year sample, 2016-2020"
"988","13059150600","Census Tract 1506, Clarke County, Georgia","B15003_022",646,178,"American Community Survey, 5 year sample, 2016-2020"
"989","13059150600","Census Tract 1506, Clarke County, Georgia","B15003_023",257,107,"American Community Survey, 5 year sample, 2016-2020"
"990","13059150600","Census Tract 1506, Clarke County, Georgia","B15003_024",25,22,"American Community Survey, 5 year sample, 2016-2020"
"991","13059150600","Census Tract 1506, Clarke County, Georgia","B15003_025",85,70,"American Community Survey, 5 year sample, 2016-2020"
"992","13059150600","Census Tract 1506, Clarke County, Georgia","B16010_001",2424,371,"American Community Survey, 5 year sample, 2016-2020"
