"","GEOID","NAME","variable","estimate","moe","source"
"1712","13059001800","Census Tract 18, Clarke County, Georgia","B08141_011",63,70,"American Community Survey, 5 year sample, 2016-2020"
"1713","13059001800","Census Tract 18, Clarke County, Georgia","B08141_016",49,39,"American Community Survey, 5 year sample, 2016-2020"
"1714","13059001800","Census Tract 18, Clarke County, Georgia","B08141_021",52,36,"American Community Survey, 5 year sample, 2016-2020"
"1715","13059001800","Census Tract 18, Clarke County, Georgia","B08141_026",35,27,"American Community Survey, 5 year sample, 2016-2020"
"1716","13059001800","Census Tract 18, Clarke County, Georgia","B08141_031",83,50,"American Community Survey, 5 year sample, 2016-2020"
"1717","13059001800","Census Tract 18, Clarke County, Georgia","B14007_001",2107,292,"American Community Survey, 5 year sample, 2016-2020"
"1718","13059001800","Census Tract 18, Clarke County, Georgia","B14007_003",54,43,"American Community Survey, 5 year sample, 2016-2020"
"1719","13059001800","Census Tract 18, Clarke County, Georgia","B14007_004",35,44,"American Community Survey, 5 year sample, 2016-2020"
"1720","13059001800","Census Tract 18, Clarke County, Georgia","B14007_017",144,85,"American Community Survey, 5 year sample, 2016-2020"
"1721","13059001800","Census Tract 18, Clarke County, Georgia","B14007_018",99,49,"American Community Survey, 5 year sample, 2016-2020"
"1722","13059001800","Census Tract 18, Clarke County, Georgia","B15003_001",1585,212,"American Community Survey, 5 year sample, 2016-2020"
"1723","13059001800","Census Tract 18, Clarke County, Georgia","B15003_022",421,115,"American Community Survey, 5 year sample, 2016-2020"
"1724","13059001800","Census Tract 18, Clarke County, Georgia","B15003_023",267,86,"American Community Survey, 5 year sample, 2016-2020"
"1725","13059001800","Census Tract 18, Clarke County, Georgia","B15003_024",117,71,"American Community Survey, 5 year sample, 2016-2020"
"1726","13059001800","Census Tract 18, Clarke County, Georgia","B15003_025",111,57,"American Community Survey, 5 year sample, 2016-2020"
"1727","13059001800","Census Tract 18, Clarke County, Georgia","B16010_001",1585,212,"American Community Survey, 5 year sample, 2016-2020"
"1728","13059001800","Census Tract 18, Clarke County, Georgia","B16010_002",82,60,"American Community Survey, 5 year sample, 2016-2020"
"1729","13059001800","Census Tract 18, Clarke County, Georgia","B16010_015",252,115,"American Community Survey, 5 year sample, 2016-2020"
"1730","13059001800","Census Tract 18, Clarke County, Georgia","B16010_028",335,130,"American Community Survey, 5 year sample, 2016-2020"
"1731","13059001800","Census Tract 18, Clarke County, Georgia","B17020_001",2159,285,"American Community Survey, 5 year sample, 2016-2020"
"1732","13059001800","Census Tract 18, Clarke County, Georgia","B17020_002",306,162,"American Community Survey, 5 year sample, 2016-2020"
"1733","13059001800","Census Tract 18, Clarke County, Georgia","B19001_001",1005,131,"American Community Survey, 5 year sample, 2016-2020"
"1734","13059001800","Census Tract 18, Clarke County, Georgia","B19001_002",58,42,"American Community Survey, 5 year sample, 2016-2020"
"1735","13059001800","Census Tract 18, Clarke County, Georgia","B19001_003",54,53,"American Community Survey, 5 year sample, 2016-2020"
"1736","13059001800","Census Tract 18, Clarke County, Georgia","B19001_004",23,24,"American Community Survey, 5 year sample, 2016-2020"
"1737","13059001800","Census Tract 18, Clarke County, Georgia","B19001_005",73,63,"American Community Survey, 5 year sample, 2016-2020"
"1738","13059001800","Census Tract 18, Clarke County, Georgia","B19001_006",82,63,"American Community Survey, 5 year sample, 2016-2020"
"1739","13059001800","Census Tract 18, Clarke County, Georgia","B19001_007",63,44,"American Community Survey, 5 year sample, 2016-2020"
"1740","13059001800","Census Tract 18, Clarke County, Georgia","B19001_008",29,29,"American Community Survey, 5 year sample, 2016-2020"
"1741","13059001800","Census Tract 18, Clarke County, Georgia","B19001_009",52,38,"American Community Survey, 5 year sample, 2016-2020"
"1742","13059001800","Census Tract 18, Clarke County, Georgia","B19001_010",79,52,"American Community Survey, 5 year sample, 2016-2020"
"1743","13059001800","Census Tract 18, Clarke County, Georgia","B19001_011",56,40,"American Community Survey, 5 year sample, 2016-2020"
"1744","13059001800","Census Tract 18, Clarke County, Georgia","B19001_012",96,50,"American Community Survey, 5 year sample, 2016-2020"
"1745","13059001800","Census Tract 18, Clarke County, Georgia","B19001_013",56,36,"American Community Survey, 5 year sample, 2016-2020"
"1746","13059001800","Census Tract 18, Clarke County, Georgia","B19001_014",77,46,"American Community Survey, 5 year sample, 2016-2020"
"1747","13059001800","Census Tract 18, Clarke County, Georgia","B19001_015",35,26,"American Community Survey, 5 year sample, 2016-2020"
"1748","13059001800","Census Tract 18, Clarke County, Georgia","B19001_016",80,38,"American Community Survey, 5 year sample, 2016-2020"
"1749","13059001800","Census Tract 18, Clarke County, Georgia","B19001_017",92,51,"American Community Survey, 5 year sample, 2016-2020"
"1750","13059001800","Census Tract 18, Clarke County, Georgia","B25001_001",1147,114,"American Community Survey, 5 year sample, 2016-2020"
"1751","13059001800","Census Tract 18, Clarke County, Georgia","B25008_001",2068,279,"American Community Survey, 5 year sample, 2016-2020"
"1752","13059001800","Census Tract 18, Clarke County, Georgia","B25008_002",1011,240,"American Community Survey, 5 year sample, 2016-2020"
"1753","13059001800","Census Tract 18, Clarke County, Georgia","B25008_003",1057,285,"American Community Survey, 5 year sample, 2016-2020"
"1754","13059001800","Census Tract 18, Clarke County, Georgia","B25070_001",507,105,"American Community Survey, 5 year sample, 2016-2020"
"1755","13059001800","Census Tract 18, Clarke County, Georgia","B25070_007",35,29,"American Community Survey, 5 year sample, 2016-2020"
"1756","13059001800","Census Tract 18, Clarke County, Georgia","B25070_008",49,44,"American Community Survey, 5 year sample, 2016-2020"
"1757","13059001800","Census Tract 18, Clarke County, Georgia","B25070_009",30,31,"American Community Survey, 5 year sample, 2016-2020"
"1758","13059001800","Census Tract 18, Clarke County, Georgia","B25070_010",102,70,"American Community Survey, 5 year sample, 2016-2020"
"1759","13059001800","Census Tract 18, Clarke County, Georgia","B27003_009",99,56,"American Community Survey, 5 year sample, 2016-2020"
"1760","13059001800","Census Tract 18, Clarke County, Georgia","B27003_037",99,53,"American Community Survey, 5 year sample, 2016-2020"
"1761","13059001800","Census Tract 18, Clarke County, Georgia","B27020_003",1742,264,"American Community Survey, 5 year sample, 2016-2020"
"1762","13059001800","Census Tract 18, Clarke County, Georgia","B27020_009",29,27,"American Community Survey, 5 year sample, 2016-2020"
"1763","13059001800","Census Tract 18, Clarke County, Georgia","B27020_014",39,34,"American Community Survey, 5 year sample, 2016-2020"
"1764","13059001800","Census Tract 18, Clarke County, Georgia","B28011_001",1005,131,"American Community Survey, 5 year sample, 2016-2020"
"1765","13059001800","Census Tract 18, Clarke County, Georgia","B28011_002",868,121,"American Community Survey, 5 year sample, 2016-2020"
"1766","13059001800","Census Tract 18, Clarke County, Georgia","B28011_004",726,122,"American Community Survey, 5 year sample, 2016-2020"
"1767","13059001800","Census Tract 18, Clarke County, Georgia","C18120_001",1497,211,"American Community Survey, 5 year sample, 2016-2020"
"1768","13059001800","Census Tract 18, Clarke County, Georgia","C18120_002",1215,208,"American Community Survey, 5 year sample, 2016-2020"
"1769","13059001800","Census Tract 18, Clarke County, Georgia","C18120_006",42,50,"American Community Survey, 5 year sample, 2016-2020"
"1770","13059001800","Census Tract 18, Clarke County, Georgia","C18130_002",430,130,"American Community Survey, 5 year sample, 2016-2020"
"1771","13059001800","Census Tract 18, Clarke County, Georgia","C18130_016",223,85,"American Community Survey, 5 year sample, 2016-2020"
"1772","13059001800","Census Tract 18, Clarke County, Georgia","C24070_001",1224,208,"American Community Survey, 5 year sample, 2016-2020"
"1773","13059001800","Census Tract 18, Clarke County, Georgia","C24070_002",8,15,"American Community Survey, 5 year sample, 2016-2020"
"1774","13059001800","Census Tract 18, Clarke County, Georgia","C24070_003",16,18,"American Community Survey, 5 year sample, 2016-2020"
"1775","13059001800","Census Tract 18, Clarke County, Georgia","C24070_004",87,51,"American Community Survey, 5 year sample, 2016-2020"
"1776","13059001800","Census Tract 18, Clarke County, Georgia","C24070_005",55,41,"American Community Survey, 5 year sample, 2016-2020"
"1777","13059001800","Census Tract 18, Clarke County, Georgia","C24070_006",80,51,"American Community Survey, 5 year sample, 2016-2020"
"1778","13059001800","Census Tract 18, Clarke County, Georgia","C24070_007",11,14,"American Community Survey, 5 year sample, 2016-2020"
"1779","13059001800","Census Tract 18, Clarke County, Georgia","C24070_008",31,34,"American Community Survey, 5 year sample, 2016-2020"
"1780","13059001800","Census Tract 18, Clarke County, Georgia","C24070_009",60,49,"American Community Survey, 5 year sample, 2016-2020"
"1781","13059001800","Census Tract 18, Clarke County, Georgia","C24070_010",116,64,"American Community Survey, 5 year sample, 2016-2020"
"1782","13059001800","Census Tract 18, Clarke County, Georgia","C24070_011",445,103,"American Community Survey, 5 year sample, 2016-2020"
"1783","13059001800","Census Tract 18, Clarke County, Georgia","C24070_012",242,117,"American Community Survey, 5 year sample, 2016-2020"
"1784","13059001800","Census Tract 18, Clarke County, Georgia","C24070_013",66,54,"American Community Survey, 5 year sample, 2016-2020"
"1785","13059001800","Census Tract 18, Clarke County, Georgia","C24070_014",7,13,"American Community Survey, 5 year sample, 2016-2020"
"1786","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_003",113,75,"American Community Survey, 5 year sample, 2016-2020"
"1787","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_004",252,175,"American Community Survey, 5 year sample, 2016-2020"
"1788","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_005",272,148,"American Community Survey, 5 year sample, 2016-2020"
"1789","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_006",162,129,"American Community Survey, 5 year sample, 2016-2020"
"1790","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_020",39,37,"American Community Survey, 5 year sample, 2016-2020"
"1791","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_021",16,24,"American Community Survey, 5 year sample, 2016-2020"
"1792","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_022",50,47,"American Community Survey, 5 year sample, 2016-2020"
"1793","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_023",14,28,"American Community Survey, 5 year sample, 2016-2020"
"1794","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_024",15,25,"American Community Survey, 5 year sample, 2016-2020"
"1795","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_025",33,49,"American Community Survey, 5 year sample, 2016-2020"
"1796","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_027",94,100,"American Community Survey, 5 year sample, 2016-2020"
"1797","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_028",32,52,"American Community Survey, 5 year sample, 2016-2020"
"1798","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_029",187,288,"American Community Survey, 5 year sample, 2016-2020"
"1799","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_030",21,33,"American Community Survey, 5 year sample, 2016-2020"
"1800","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_044",55,50,"American Community Survey, 5 year sample, 2016-2020"
"1801","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_045",59,43,"American Community Survey, 5 year sample, 2016-2020"
"1802","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_046",38,32,"American Community Survey, 5 year sample, 2016-2020"
"1803","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_047",57,43,"American Community Survey, 5 year sample, 2016-2020"
"1804","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_048",32,34,"American Community Survey, 5 year sample, 2016-2020"
"1805","13059140300","Census Tract 1403, Clarke County, Georgia","B01001_049",10,17,"American Community Survey, 5 year sample, 2016-2020"
"1806","13059140300","Census Tract 1403, Clarke County, Georgia","B01003_001",5385,919,"American Community Survey, 5 year sample, 2016-2020"
"1807","13059140300","Census Tract 1403, Clarke County, Georgia","B03002_003",1418,312,"American Community Survey, 5 year sample, 2016-2020"
"1808","13059140300","Census Tract 1403, Clarke County, Georgia","B03002_004",2793,789,"American Community Survey, 5 year sample, 2016-2020"
"1809","13059140300","Census Tract 1403, Clarke County, Georgia","B03002_005",20,30,"American Community Survey, 5 year sample, 2016-2020"
"1810","13059140300","Census Tract 1403, Clarke County, Georgia","B03002_006",0,20,"American Community Survey, 5 year sample, 2016-2020"
"1811","13059140300","Census Tract 1403, Clarke County, Georgia","B03002_007",0,20,"American Community Survey, 5 year sample, 2016-2020"
"1812","13059140300","Census Tract 1403, Clarke County, Georgia","B03002_008",0,20,"American Community Survey, 5 year sample, 2016-2020"
"1813","13059140300","Census Tract 1403, Clarke County, Georgia","B03002_012",1099,540,"American Community Survey, 5 year sample, 2016-2020"
"1814","13059140300","Census Tract 1403, Clarke County, Georgia","B08141_001",2835,471,"American Community Survey, 5 year sample, 2016-2020"
"1815","13059140300","Census Tract 1403, Clarke County, Georgia","B08141_002",85,98,"American Community Survey, 5 year sample, 2016-2020"
"1816","13059140300","Census Tract 1403, Clarke County, Georgia","B08141_006",2137,380,"American Community Survey, 5 year sample, 2016-2020"
"1817","13059140300","Census Tract 1403, Clarke County, Georgia","B08141_011",495,227,"American Community Survey, 5 year sample, 2016-2020"
"1818","13059140300","Census Tract 1403, Clarke County, Georgia","B08141_016",0,20,"American Community Survey, 5 year sample, 2016-2020"
"1819","13059140300","Census Tract 1403, Clarke County, Georgia","B08141_021",14,23,"American Community Survey, 5 year sample, 2016-2020"
"1820","13059140300","Census Tract 1403, Clarke County, Georgia","B08141_026",20,30,"American Community Survey, 5 year sample, 2016-2020"
"1821","13059140300","Census Tract 1403, Clarke County, Georgia","B08141_031",169,137,"American Community Survey, 5 year sample, 2016-2020"
"1822","13059140300","Census Tract 1403, Clarke County, Georgia","B14007_001",5304,912,"American Community Survey, 5 year sample, 2016-2020"
"1823","13059140300","Census Tract 1403, Clarke County, Georgia","B14007_003",107,86,"American Community Survey, 5 year sample, 2016-2020"
"1824","13059140300","Census Tract 1403, Clarke County, Georgia","B14007_004",79,80,"American Community Survey, 5 year sample, 2016-2020"
"1825","13059140300","Census Tract 1403, Clarke County, Georgia","B14007_017",336,154,"American Community Survey, 5 year sample, 2016-2020"
"1826","13059140300","Census Tract 1403, Clarke County, Georgia","B14007_018",30,33,"American Community Survey, 5 year sample, 2016-2020"
"1827","13059140300","Census Tract 1403, Clarke County, Georgia","B15003_001",3753,694,"American Community Survey, 5 year sample, 2016-2020"
"1828","13059140300","Census Tract 1403, Clarke County, Georgia","B15003_022",291,116,"American Community Survey, 5 year sample, 2016-2020"
"1829","13059140300","Census Tract 1403, Clarke County, Georgia","B15003_023",369,241,"American Community Survey, 5 year sample, 2016-2020"
"1830","13059140300","Census Tract 1403, Clarke County, Georgia","B15003_024",11,20,"American Community Survey, 5 year sample, 2016-2020"
"1831","13059140300","Census Tract 1403, Clarke County, Georgia","B15003_025",7,11,"American Community Survey, 5 year sample, 2016-2020"
"1832","13059140300","Census Tract 1403, Clarke County, Georgia","B16010_001",3753,694,"American Community Survey, 5 year sample, 2016-2020"
"1833","13059140300","Census Tract 1403, Clarke County, Georgia","B16010_002",558,260,"American Community Survey, 5 year sample, 2016-2020"
"1834","13059140300","Census Tract 1403, Clarke County, Georgia","B16010_015",1376,401,"American Community Survey, 5 year sample, 2016-2020"
"1835","13059140300","Census Tract 1403, Clarke County, Georgia","B16010_028",1141,342,"American Community Survey, 5 year sample, 2016-2020"
"1836","13059140300","Census Tract 1403, Clarke County, Georgia","B17020_001",5385,919,"American Community Survey, 5 year sample, 2016-2020"
"1837","13059140300","Census Tract 1403, Clarke County, Georgia","B17020_002",817,444,"American Community Survey, 5 year sample, 2016-2020"
"1838","13059140300","Census Tract 1403, Clarke County, Georgia","B19001_001",2117,276,"American Community Survey, 5 year sample, 2016-2020"
"1839","13059140300","Census Tract 1403, Clarke County, Georgia","B19001_002",69,54,"American Community Survey, 5 year sample, 2016-2020"
"1840","13059140300","Census Tract 1403, Clarke County, Georgia","B19001_003",152,114,"American Community Survey, 5 year sample, 2016-2020"
"1841","13059140300","Census Tract 1403, Clarke County, Georgia","B19001_004",138,89,"American Community Survey, 5 year sample, 2016-2020"
"1842","13059140300","Census Tract 1403, Clarke County, Georgia","B19001_005",228,138,"American Community Survey, 5 year sample, 2016-2020"
"1843","13059140300","Census Tract 1403, Clarke County, Georgia","B19001_006",89,66,"American Community Survey, 5 year sample, 2016-2020"
"1844","13059140300","Census Tract 1403, Clarke County, Georgia","B19001_007",445,240,"American Community Survey, 5 year sample, 2016-2020"
"1845","13059140300","Census Tract 1403, Clarke County, Georgia","B19001_008",111,73,"American Community Survey, 5 year sample, 2016-2020"
"1846","13059140300","Census Tract 1403, Clarke County, Georgia","B19001_009",81,57,"American Community Survey, 5 year sample, 2016-2020"
"1847","13059140300","Census Tract 1403, Clarke County, Georgia","B19001_010",123,84,"American Community Survey, 5 year sample, 2016-2020"
"1848","13059140300","Census Tract 1403, Clarke County, Georgia","B19001_011",131,75,"American Community Survey, 5 year sample, 2016-2020"
"1849","13059140300","Census Tract 1403, Clarke County, Georgia","B19001_012",148,100,"American Community Survey, 5 year sample, 2016-2020"
"1850","13059140300","Census Tract 1403, Clarke County, Georgia","B19001_013",247,124,"American Community Survey, 5 year sample, 2016-2020"
"1851","13059140300","Census Tract 1403, Clarke County, Georgia","B19001_014",111,69,"American Community Survey, 5 year sample, 2016-2020"
"1852","13059140300","Census Tract 1403, Clarke County, Georgia","B19001_015",15,21,"American Community Survey, 5 year sample, 2016-2020"
"1853","13059140300","Census Tract 1403, Clarke County, Georgia","B19001_016",23,26,"American Community Survey, 5 year sample, 2016-2020"
"1854","13059140300","Census Tract 1403, Clarke County, Georgia","B19001_017",6,10,"American Community Survey, 5 year sample, 2016-2020"
"1855","13059140300","Census Tract 1403, Clarke County, Georgia","B25001_001",2220,250,"American Community Survey, 5 year sample, 2016-2020"
"1856","13059140300","Census Tract 1403, Clarke County, Georgia","B25008_001",5385,919,"American Community Survey, 5 year sample, 2016-2020"
"1857","13059140300","Census Tract 1403, Clarke County, Georgia","B25008_002",2746,786,"American Community Survey, 5 year sample, 2016-2020"
"1858","13059140300","Census Tract 1403, Clarke County, Georgia","B25008_003",2639,863,"American Community Survey, 5 year sample, 2016-2020"
"1859","13059140300","Census Tract 1403, Clarke County, Georgia","B25070_001",1071,235,"American Community Survey, 5 year sample, 2016-2020"
"1860","13059140300","Census Tract 1403, Clarke County, Georgia","B25070_007",68,58,"American Community Survey, 5 year sample, 2016-2020"
"1861","13059140300","Census Tract 1403, Clarke County, Georgia","B25070_008",54,53,"American Community Survey, 5 year sample, 2016-2020"
"1862","13059140300","Census Tract 1403, Clarke County, Georgia","B25070_009",141,107,"American Community Survey, 5 year sample, 2016-2020"
"1863","13059140300","Census Tract 1403, Clarke County, Georgia","B25070_010",272,162,"American Community Survey, 5 year sample, 2016-2020"
"1864","13059140300","Census Tract 1403, Clarke County, Georgia","B27003_009",302,137,"American Community Survey, 5 year sample, 2016-2020"
"1865","13059140300","Census Tract 1403, Clarke County, Georgia","B27003_037",252,168,"American Community Survey, 5 year sample, 2016-2020"
"1866","13059140300","Census Tract 1403, Clarke County, Georgia","B27020_003",3822,810,"American Community Survey, 5 year sample, 2016-2020"
"1867","13059140300","Census Tract 1403, Clarke County, Georgia","B27020_009",140,85,"American Community Survey, 5 year sample, 2016-2020"
"1868","13059140300","Census Tract 1403, Clarke County, Georgia","B27020_014",156,175,"American Community Survey, 5 year sample, 2016-2020"
"1869","13059140300","Census Tract 1403, Clarke County, Georgia","B28011_001",2117,276,"American Community Survey, 5 year sample, 2016-2020"
"1870","13059140300","Census Tract 1403, Clarke County, Georgia","B28011_002",1731,285,"American Community Survey, 5 year sample, 2016-2020"
"1871","13059140300","Census Tract 1403, Clarke County, Georgia","B28011_004",1286,300,"American Community Survey, 5 year sample, 2016-2020"
"1872","13059140300","Census Tract 1403, Clarke County, Georgia","C18120_001",3834,755,"American Community Survey, 5 year sample, 2016-2020"
"1873","13059140300","Census Tract 1403, Clarke County, Georgia","C18120_002",2948,529,"American Community Survey, 5 year sample, 2016-2020"
"1874","13059140300","Census Tract 1403, Clarke County, Georgia","C18120_006",159,131,"American Community Survey, 5 year sample, 2016-2020"
"1875","13059140300","Census Tract 1403, Clarke County, Georgia","C18130_002",1133,664,"American Community Survey, 5 year sample, 2016-2020"
"1876","13059140300","Census Tract 1403, Clarke County, Georgia","C18130_016",418,108,"American Community Survey, 5 year sample, 2016-2020"
"1877","13059140300","Census Tract 1403, Clarke County, Georgia","C24070_001",2879,462,"American Community Survey, 5 year sample, 2016-2020"
"1878","13059140300","Census Tract 1403, Clarke County, Georgia","C24070_002",0,20,"American Community Survey, 5 year sample, 2016-2020"
"1879","13059140300","Census Tract 1403, Clarke County, Georgia","C24070_003",124,115,"American Community Survey, 5 year sample, 2016-2020"
"1880","13059140300","Census Tract 1403, Clarke County, Georgia","C24070_004",363,239,"American Community Survey, 5 year sample, 2016-2020"
"1881","13059140300","Census Tract 1403, Clarke County, Georgia","C24070_005",46,56,"American Community Survey, 5 year sample, 2016-2020"
"1882","13059140300","Census Tract 1403, Clarke County, Georgia","C24070_006",720,319,"American Community Survey, 5 year sample, 2016-2020"
"1883","13059140300","Census Tract 1403, Clarke County, Georgia","C24070_007",135,100,"American Community Survey, 5 year sample, 2016-2020"
"1884","13059140300","Census Tract 1403, Clarke County, Georgia","C24070_008",13,20,"American Community Survey, 5 year sample, 2016-2020"
"1885","13059140300","Census Tract 1403, Clarke County, Georgia","C24070_009",58,58,"American Community Survey, 5 year sample, 2016-2020"
"1886","13059140300","Census Tract 1403, Clarke County, Georgia","C24070_010",276,132,"American Community Survey, 5 year sample, 2016-2020"
"1887","13059140300","Census Tract 1403, Clarke County, Georgia","C24070_011",542,157,"American Community Survey, 5 year sample, 2016-2020"
"1888","13059140300","Census Tract 1403, Clarke County, Georgia","C24070_012",334,175,"American Community Survey, 5 year sample, 2016-2020"
"1889","13059140300","Census Tract 1403, Clarke County, Georgia","C24070_013",134,117,"American Community Survey, 5 year sample, 2016-2020"
"1890","13059140300","Census Tract 1403, Clarke County, Georgia","C24070_014",134,67,"American Community Survey, 5 year sample, 2016-2020"
"1891","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_003",199,137,"American Community Survey, 5 year sample, 2016-2020"
"1892","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_004",167,104,"American Community Survey, 5 year sample, 2016-2020"
"1893","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_005",146,151,"American Community Survey, 5 year sample, 2016-2020"
"1894","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_006",224,152,"American Community Survey, 5 year sample, 2016-2020"
"1895","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_020",41,41,"American Community Survey, 5 year sample, 2016-2020"
"1896","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_021",133,94,"American Community Survey, 5 year sample, 2016-2020"
"1897","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_022",84,58,"American Community Survey, 5 year sample, 2016-2020"
"1898","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_023",14,21,"American Community Survey, 5 year sample, 2016-2020"
"1899","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_024",27,37,"American Community Survey, 5 year sample, 2016-2020"
"1900","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_025",27,32,"American Community Survey, 5 year sample, 2016-2020"
"1901","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_027",199,128,"American Community Survey, 5 year sample, 2016-2020"
"1902","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_028",157,136,"American Community Survey, 5 year sample, 2016-2020"
"1903","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_029",563,333,"American Community Survey, 5 year sample, 2016-2020"
"1904","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_030",157,121,"American Community Survey, 5 year sample, 2016-2020"
"1905","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_044",146,107,"American Community Survey, 5 year sample, 2016-2020"
"1906","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_045",80,49,"American Community Survey, 5 year sample, 2016-2020"
"1907","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_046",121,78,"American Community Survey, 5 year sample, 2016-2020"
"1908","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_047",120,69,"American Community Survey, 5 year sample, 2016-2020"
"1909","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_048",19,30,"American Community Survey, 5 year sample, 2016-2020"
"1910","13059130400","Census Tract 1304, Clarke County, Georgia","B01001_049",12,20,"American Community Survey, 5 year sample, 2016-2020"
"1911","13059130400","Census Tract 1304, Clarke County, Georgia","B01003_001",6473,870,"American Community Survey, 5 year sample, 2016-2020"
"1912","13059130400","Census Tract 1304, Clarke County, Georgia","B03002_003",3089,531,"American Community Survey, 5 year sample, 2016-2020"
"1913","13059130400","Census Tract 1304, Clarke County, Georgia","B03002_004",1856,384,"American Community Survey, 5 year sample, 2016-2020"
"1914","13059130400","Census Tract 1304, Clarke County, Georgia","B03002_005",0,20,"American Community Survey, 5 year sample, 2016-2020"
"1915","13059130400","Census Tract 1304, Clarke County, Georgia","B03002_006",158,149,"American Community Survey, 5 year sample, 2016-2020"
"1916","13059130400","Census Tract 1304, Clarke County, Georgia","B03002_007",0,20,"American Community Survey, 5 year sample, 2016-2020"
"1917","13059130400","Census Tract 1304, Clarke County, Georgia","B03002_008",44,65,"American Community Survey, 5 year sample, 2016-2020"
"1918","13059130400","Census Tract 1304, Clarke County, Georgia","B03002_012",1090,558,"American Community Survey, 5 year sample, 2016-2020"
"1919","13059130400","Census Tract 1304, Clarke County, Georgia","B08141_001",2707,538,"American Community Survey, 5 year sample, 2016-2020"
"1920","13059130400","Census Tract 1304, Clarke County, Georgia","B08141_002",123,127,"American Community Survey, 5 year sample, 2016-2020"
"1921","13059130400","Census Tract 1304, Clarke County, Georgia","B08141_006",2376,511,"American Community Survey, 5 year sample, 2016-2020"
"1922","13059130400","Census Tract 1304, Clarke County, Georgia","B08141_011",166,107,"American Community Survey, 5 year sample, 2016-2020"
"1923","13059130400","Census Tract 1304, Clarke County, Georgia","B08141_016",15,24,"American Community Survey, 5 year sample, 2016-2020"
"1924","13059130400","Census Tract 1304, Clarke County, Georgia","B08141_021",0,20,"American Community Survey, 5 year sample, 2016-2020"
"1925","13059130400","Census Tract 1304, Clarke County, Georgia","B08141_026",0,20,"American Community Survey, 5 year sample, 2016-2020"
"1926","13059130400","Census Tract 1304, Clarke County, Georgia","B08141_031",150,98,"American Community Survey, 5 year sample, 2016-2020"
"1927","13059130400","Census Tract 1304, Clarke County, Georgia","B14007_001",6219,876,"American Community Survey, 5 year sample, 2016-2020"
"1928","13059130400","Census Tract 1304, Clarke County, Georgia","B14007_003",108,112,"American Community Survey, 5 year sample, 2016-2020"
"1929","13059130400","Census Tract 1304, Clarke County, Georgia","B14007_004",18,26,"American Community Survey, 5 year sample, 2016-2020"
"1930","13059130400","Census Tract 1304, Clarke County, Georgia","B14007_017",269,196,"American Community Survey, 5 year sample, 2016-2020"
"1931","13059130400","Census Tract 1304, Clarke County, Georgia","B14007_018",163,158,"American Community Survey, 5 year sample, 2016-2020"
"1932","13059130400","Census Tract 1304, Clarke County, Georgia","B15003_001",4451,586,"American Community Survey, 5 year sample, 2016-2020"
"1933","13059130400","Census Tract 1304, Clarke County, Georgia","B15003_022",769,228,"American Community Survey, 5 year sample, 2016-2020"
"1934","13059130400","Census Tract 1304, Clarke County, Georgia","B15003_023",645,261,"American Community Survey, 5 year sample, 2016-2020"
"1935","13059130400","Census Tract 1304, Clarke County, Georgia","B15003_024",81,73,"American Community Survey, 5 year sample, 2016-2020"
"1936","13059130400","Census Tract 1304, Clarke County, Georgia","B15003_025",101,72,"American Community Survey, 5 year sample, 2016-2020"
