School,acc_naics1,D1,D2,D3
Howard B Stroud,BEER/WINE/LIQUOR ON PREMI/SUNDAY,1.1772924732669534,1.2768283861551948,1.3383632635615645
Judia Jackson Harris,BEER/WINE/LIQUOR ON PREMI/SUNDAY,1.1177368419063232,4.514007649236048,4.564395857232406
Oglethorpe,BEER/WINE/LIQUOR ON PREMI/SUNDAY,1.4674008585584666,1.5768078180337453,1.6495234874461202
Timothy Rd.,BEER/WINE/LIQUOR ON PREMI/SUNDAY,0.7557064830605591,0.817360233971378,0.8951772321745148
Whit Davis,BEER/WINE/LIQUOR ON PREMI/SUNDAY,2.1225024670445727,2.35415102693904,2.4166616508146506
Whitehead Rd.,BEER/WINE/LIQUOR ON PREMI/SUNDAY,1.8156276837168046,2.5720025958342707,2.6531930560457666
Winterville,BEER/WINE/LIQUOR ON PREMI/SUNDAY,2.5860402770500808,2.9429653099922923,3.2603873612745877
Alps Road,BEER/WINE/LIQUOR ON PREMISES C,0.9888705123701432,1.21256904274299,1.25984201419613
Barnett Shoals,BEER/WINE/LIQUOR ON PREMISES C,3.1666883551048848,3.1918818456095606,3.1988775832182643
Barrow,BEER/WINE/LIQUOR ON PREMISES C,1.0453342429429062,1.2154419906058895,1.2415929453195675
Chase Street,BEER/WINE/LIQUOR ON PREMISES C,0.42112143924785156,0.5199378948704565,0.5480043820060612
Choice Zone-East,BEER/WINE/LIQUOR ON PREMISES C,3.398910949760674,3.404235243320075,3.411964343808328
Choice Zone-West,BEER/WINE/LIQUOR ON PREMISES C,2.0360000137216687,2.311791658228418,2.508302819152717
Cleveland Road,BEER/WINE/LIQUOR ON PREMISES C,1.1817696493614003,3.544749190968057,4.487828901010272
Fowler Drive,BEER/WINE/LIQUOR ON PREMISES C,1.2868079723969408,2.7791323565581116,2.79486508744468
Gaines,BEER/WINE/LIQUOR ON PREMISES C,1.5293134883358819,1.5353980941859608,1.5450168264714705
Howard B Stroud,BEER/WINE/LIQUOR ON PREMISES C,1.332306225808585,1.3437227685741404,1.35308084791616
Judia Jackson Harris,BEER/WINE/LIQUOR ON PREMISES C,3.1544599921401124,4.694950280727156,4.701428246362411
Oglethorpe,BEER/WINE/LIQUOR ON PREMISES C,1.0049883937739563,1.705011232298925,2.1972942327704024
Timothy Rd.,BEER/WINE/LIQUOR ON PREMISES C,1.713555097154763,2.3939510956742502,2.76333322217459
Whit Davis,BEER/WINE/LIQUOR ON PREMISES C,5.319652851542348,5.323958146912467,5.329445595931928
Whitehead Rd.,BEER/WINE/LIQUOR ON PREMISES C,1.717626966812809,2.1450783716560053,2.6667004299254695
Winterville,BEER/WINE/LIQUOR ON PREMISES C,4.421691901549645,4.452610011645887,4.465532870735942
Alps Road,BEER/WINE/LIQUOR PKG/SUNDAY SALES,0.36811043694108075,0.671126246035156,0.9273311384614696
Barnett Shoals,BEER/WINE/LIQUOR PKG/SUNDAY SALES,0.9762274931601713,1.6379636432713116,2.0087912753744632
Barrow,BEER/WINE/LIQUOR PKG/SUNDAY SALES,0.5446084792702556,0.8293726488951821,1.095318694164927
Chase Street,BEER/WINE/LIQUOR PKG/SUNDAY SALES,0.5414755760963071,0.8151277016912782,0.9943375093367379
Choice Zone-East,BEER/WINE/LIQUOR PKG/SUNDAY SALES,0.7064769587532986,1.176624161808822,2.3361029226862
Choice Zone-West,BEER/WINE/LIQUOR PKG/SUNDAY SALES,1.7460847446050372,2.2688472265240023,2.455709752773945
Cleveland Road,BEER/WINE/LIQUOR PKG/SUNDAY SALES,1.0024208044589038,1.9375442879409424,3.3717604359407893
Fowler Drive,BEER/WINE/LIQUOR PKG/SUNDAY SALES,1.430212579505888,1.8639409188842873,2.3221229330000863
Gaines,BEER/WINE/LIQUOR PKG/SUNDAY SALES,0.41956125742787537,0.7781729489812294,0.9938644808065217
Howard B Stroud,BEER/WINE/LIQUOR PKG/SUNDAY SALES,0.61735132968621,1.0022437229220826,1.2418908965182573
Judia Jackson Harris,BEER/WINE/LIQUOR PKG/SUNDAY SALES,0.8928821916447814,1.4200448155672398,3.610122244071207
Oglethorpe,BEER/WINE/LIQUOR PKG/SUNDAY SALES,0.9719994916443183,1.4486974516582483,1.602891755113213
Timothy Rd.,BEER/WINE/LIQUOR PKG/SUNDAY SALES,0.8519607822649886,1.4200090385356152,1.7221473177854043
Whit Davis,BEER/WINE/LIQUOR PKG/SUNDAY SALES,2.286521534385831,2.7072855145105215,4.16223090937522
Whitehead Rd.,BEER/WINE/LIQUOR PKG/SUNDAY SALES,1.544550161003389,1.87505605593718,2.240213392887991
Winterville,BEER/WINE/LIQUOR PKG/SUNDAY SALES,1.9224991202320192,2.890478602191401,3.4450956420838588
Alps Road,CHILD DAY CARE SERVICES,0.7177616370941851,1.1765805371659857,1.6593999486840747
Barnett Shoals,CHILD DAY CARE SERVICES,1.2796130018252139,1.378608302310037,1.5359967789292623
Barrow,CHILD DAY CARE SERVICES,0.8686004590614514,1.7062114373222335,1.956391546069576
Chase Street,CHILD DAY CARE SERVICES,0.877834359657133,1.4380301406790192,1.8577963098434163
Choice Zone-East,CHILD DAY CARE SERVICES,0.7912772123266073,1.0833615240247123,1.1552257471734309
