School,acc_naics1,D1,D2,D3
Choice Zone-West,CHILD DAY CARE SERVICES,0.8999377777230712,1.715933927086748,2.72586990345552
Cleveland Road,CHILD DAY CARE SERVICES,2.1602632798633956,2.5865959111655217,2.877638638058508
Fowler Drive,CHILD DAY CARE SERVICES,1.5858719641250576,1.9535584116165776,2.333365447878061
Gaines,CHILD DAY CARE SERVICES,0.8605523660922945,0.9711459866391251,1.1954762672366814
Howard B Stroud,CHILD DAY CARE SERVICES,0.491515166039336,0.7925273717838898,1.8140352884524955
Judia Jackson Harris,CHILD DAY CARE SERVICES,0.9851134919713113,3.222283574237629,3.66077461165632
Oglethorpe,CHILD DAY CARE SERVICES,0.8729362441423739,1.381792558887565,1.7962457467757
Timothy Rd.,CHILD DAY CARE SERVICES,0.7181667776388272,1.114409975148881,1.3548100560535898
Whit Davis,CHILD DAY CARE SERVICES,2.344948657830574,2.7153152727483643,2.761451167114413
Whitehead Rd.,CHILD DAY CARE SERVICES,0.8403085367187807,1.5021336348605019,2.1140153417482774
Winterville,CHILD DAY CARE SERVICES,2.33234045240792,2.865340624284853,3.1434298804097183
Alps Road,COMPUTER SYSTEMS DESIGN SERVICES,0.7714983749312909,0.8879819623495292,1.392043751334874
Barnett Shoals,COMPUTER SYSTEMS DESIGN SERVICES,1.2881421364574919,1.681082155180905,2.274141096821986
Barrow,COMPUTER SYSTEMS DESIGN SERVICES,0.6532592298413098,0.9881065472096552,1.7824456201808039
Chase Street,COMPUTER SYSTEMS DESIGN SERVICES,0.5536792866677683,0.7232410169928631,1.3216496556677237
Choice Zone-East,COMPUTER SYSTEMS DESIGN SERVICES,0.5573274040431746,1.181412331982589,2.358861907282802
Choice Zone-West,COMPUTER SYSTEMS DESIGN SERVICES,1.3245807778869578,2.7894161333472214,2.928786297194634
Cleveland Road,COMPUTER SYSTEMS DESIGN SERVICES,0.7708816366256744,1.1968384054128882,1.5783165374249977
Fowler Drive,COMPUTER SYSTEMS DESIGN SERVICES,2.483851308983942,2.8631256427950573,3.7326261163967938
Gaines,COMPUTER SYSTEMS DESIGN SERVICES,1.0334427091440412,1.6097161048250945,2.202368611334683
Howard B Stroud,COMPUTER SYSTEMS DESIGN SERVICES,1.2064173416241446,1.484179773911533,2.677730932006072
Judia Jackson Harris,COMPUTER SYSTEMS DESIGN SERVICES,4.525152898515163,4.811272627476055,5.617359288330533
Oglethorpe,COMPUTER SYSTEMS DESIGN SERVICES,1.2655690697704416,1.525402365717123,1.8223857932596321
Timothy Rd.,COMPUTER SYSTEMS DESIGN SERVICES,0.638214390003777,1.0994198205710468,1.5308200905894869
Whit Davis,COMPUTER SYSTEMS DESIGN SERVICES,0.9346070020110553,1.7027676610574902,2.514845007661322
Whitehead Rd.,COMPUTER SYSTEMS DESIGN SERVICES,0.9824780707066474,2.1367350446783675,2.5534378437005354
Winterville,COMPUTER SYSTEMS DESIGN SERVICES,2.675128065415521,3.164915553447507,3.8980465904597503
Alps Road,CONVENIENCE STORES,0.23148902869674143,0.28465898867306194,0.4337347335745102
Barnett Shoals,CONVENIENCE STORES,0.8102196923978541,0.8743280597414786,0.9026789142981866
Barrow,CONVENIENCE STORES,0.36506931998362635,0.4410836845680547,0.5385367610697593
Chase Street,CONVENIENCE STORES,0.25655186653069867,0.37421043453587144,0.4505532482054035
Choice Zone-East,CONVENIENCE STORES,0.4737351613426502,0.6024763226283364,0.7191665364872852
Choice Zone-West,CONVENIENCE STORES,0.7772347804290164,0.939031037019688,1.0869665690297867
Cleveland Road,CONVENIENCE STORES,0.87077327018744,0.9247056355224348,1.070259382609181
Fowler Drive,CONVENIENCE STORES,0.7139091190214235,0.9800743887462381,1.205056835657935
Gaines,CONVENIENCE STORES,0.3540123464205494,0.560331332658939,0.6172617489722403
Howard B Stroud,CONVENIENCE STORES,0.3947780414870428,0.6644427875843963,0.8491014674177536
Judia Jackson Harris,CONVENIENCE STORES,0.7047227602063124,0.8463137170954367,0.952608111802617
Oglethorpe,CONVENIENCE STORES,0.8900559465645224,0.938365735952238,0.9830540095027345
Timothy Rd.,CONVENIENCE STORES,0.6415597703622915,0.8475537652489009,0.975265602422041
Whit Davis,CONVENIENCE STORES,1.8856217452912976,1.945917789604544,2.2044199576698436
Whitehead Rd.,CONVENIENCE STORES,0.9593665381308025,1.0843324831609213,1.2903690218700508
Winterville,CONVENIENCE STORES,1.4385742778861,1.639599949637831,1.8492208399404821
Alps Road,DRINKING PLACE ( ALCOHOLIC BEVERAGES),0.91632343208034,1.1481659891585652,1.2867002675531407
Barnett Shoals,DRINKING PLACE ( ALCOHOLIC BEVERAGES),2.081389594917678,2.8623811703329736,3.1981759640032448
Barrow,DRINKING PLACE ( ALCOHOLIC BEVERAGES),0.6814446894047756,1.1266616360997237,1.2482185929460998
Chase Street,DRINKING PLACE ( ALCOHOLIC BEVERAGES),0.37231617706568715,0.5122235017817794,0.700710775400544
Choice Zone-East,DRINKING PLACE ( ALCOHOLIC BEVERAGES),0.8010774651153694,3.388744433711666,3.411024192020506
Choice Zone-West,DRINKING PLACE ( ALCOHOLIC BEVERAGES),2.159732748207017,2.344895998591037,2.561142570884205
Cleveland Road,DRINKING PLACE ( ALCOHOLIC BEVERAGES),1.0257121230935662,2.3207511330991024,4.9476339286525
Fowler Drive,DRINKING PLACE ( ALCOHOLIC BEVERAGES),1.2868079723969408,2.382789482004664,2.531522640950133
Gaines,DRINKING PLACE ( ALCOHOLIC BEVERAGES),1.0649749001341566,1.5407061852755723,1.5488100398780429
Howard B Stroud,DRINKING PLACE ( ALCOHOLIC BEVERAGES),1.1277213394233159,1.3173411500376369,1.338042494901263
Judia Jackson Harris,DRINKING PLACE ( ALCOHOLIC BEVERAGES),3.1544599921401124,4.476822011006552,4.56712804371464
Oglethorpe,DRINKING PLACE ( ALCOHOLIC BEVERAGES),1.7600205965077607,2.156432006946339,2.4359115620608427
Timothy Rd.,DRINKING PLACE ( ALCOHOLIC BEVERAGES),1.0945673542412186,2.3622118186367,2.873890350726261
Whit Davis,DRINKING PLACE ( ALCOHOLIC BEVERAGES),2.561562589726728,5.126022194220671,5.3261159659991115
Whitehead Rd.,DRINKING PLACE ( ALCOHOLIC BEVERAGES),2.5817369335589246,2.7125532752167887,2.881262202026576
Winterville,DRINKING PLACE ( ALCOHOLIC BEVERAGES),2.1201877871347827,4.4410223259093815,4.465385060705887
Alps Road,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,0.5014791482768797,0.7117019748331913,0.8743934381359671
Barnett Shoals,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,0.8368152476796694,1.4117957598572337,2.2120364123121488
Barrow,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,1.0136237985862617,1.219128583162573,1.2993226711415216
Chase Street,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,0.4204464309690373,0.6061208190816595,0.686191707780544
Choice Zone-East,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,1.321885027449039,1.9035215046134322,2.344196919496255
Choice Zone-West,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,0.8561480790788067,1.3295991429188987,1.7396945122664893
Cleveland Road,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,1.1196568918076555,1.180372382930372,1.2362356143908542
Fowler Drive,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,0.787775746610155,1.356669456686885,1.986981795657231
Gaines,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,0.7717032481544869,1.239207031487534,1.7085282998097782
Howard B Stroud,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,0.9453928883548891,1.1797211059345338,1.406727662704743
Judia Jackson Harris,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,2.630955311619835,3.0540130010917537,3.4163062067248404
Oglethorpe,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,0.8782888376543956,1.0963242376709557,1.471399046154152
Timothy Rd.,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,0.7778010111819352,1.0465389606060314,1.3375898528642811
Whit Davis,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,2.3050218537636424,2.9954740801264284,3.7579119354635924
Whitehead Rd.,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,0.957200155430585,1.6437557515463268,2.1568859586562383
Winterville,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,2.8779599294851126,3.260319732452931,3.6411625011162774
Alps Road,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,0.2840003891709937,0.45527233295807445,0.581735767660869
Barnett Shoals,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,0.42252693282521886,0.6393425381276543,0.9180415279896149
Barrow,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,0.572947762343558,0.697030403642524,0.9123214935881669
Chase Street,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,0.43401141928513887,0.5941419120278368,0.7108736212925257
Choice Zone-East,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,0.4666713257248567,0.7494589419004559,0.9786412253292466
Choice Zone-West,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,0.4458977526622555,0.7483654225348126,0.976708761307022
Cleveland Road,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,0.6611375311058288,1.0294499220796194,1.213410285471444
Fowler Drive,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,0.6758525061625796,1.0510022364868243,1.2491910791380554
Gaines,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,0.47004396662333997,0.7731221231157116,0.914175459174562
Howard B Stroud,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,0.4573295609995543,0.6332844826931081,0.7271094784333021
Judia Jackson Harris,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,1.1847804206989672,1.6321677124816276,2.146469468588165
Oglethorpe,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,0.5009425110244056,0.8420901919178221,0.9488223755985167
Timothy Rd.,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,0.6149433975778813,0.8069396420200348,1.0108680256390654
Whit Davis,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,0.6582528235522187,0.9232832532601545,1.1381098136875867
Whitehead Rd.,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,0.40119666182220726,0.7595288215399947,0.9852433585196685
Winterville,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,1.0405884649302115,1.4609061399056642,2.2806093986488407
Alps Road,FITNESS AND RECREATIONAL SPORTS CENTERS,0.27828444527554413,0.3945501934203906,0.5268030919756339
Barnett Shoals,FITNESS AND RECREATIONAL SPORTS CENTERS,0.7104298616998825,1.395968063426089,1.7272168675338422
Barrow,FITNESS AND RECREATIONAL SPORTS CENTERS,0.48220245491393743,0.6667000713903688,0.7745535026368398
Chase Street,FITNESS AND RECREATIONAL SPORTS CENTERS,0.34151694237210445,0.5162492105240837,0.647318723126504
Choice Zone-East,FITNESS AND RECREATIONAL SPORTS CENTERS,0.5513927930606155,0.8186270720453297,0.9823869362373152
Choice Zone-West,FITNESS AND RECREATIONAL SPORTS CENTERS,1.3077820640225541,1.7468747807444258,2.57151050030006
Cleveland Road,FITNESS AND RECREATIONAL SPORTS CENTERS,1.1050534921010697,1.3910520378440523,1.5178949799720771
Fowler Drive,FITNESS AND RECREATIONAL SPORTS CENTERS,1.2905261620723603,2.25821095768123,2.473938459790647
Gaines,FITNESS AND RECREATIONAL SPORTS CENTERS,0.5621165807420442,0.7616898145325535,0.9767182235503582
Howard B Stroud,FITNESS AND RECREATIONAL SPORTS CENTERS,0.9595777556012348,1.0322587360139768,1.1275083111369102
Judia Jackson Harris,FITNESS AND RECREATIONAL SPORTS CENTERS,2.220871627974726,4.3930788832209595,4.4695519610026135
Oglethorpe,FITNESS AND RECREATIONAL SPORTS CENTERS,1.152729643925142,1.534953095310437,1.6695366231795046
Timothy Rd.,FITNESS AND RECREATIONAL SPORTS CENTERS,0.5948648751311967,0.8445765511285698,0.9782661348029882
Whit Davis,FITNESS AND RECREATIONAL SPORTS CENTERS,1.1443595897382914,2.0483264042793476,2.4333952805626335
Whitehead Rd.,FITNESS AND RECREATIONAL SPORTS CENTERS,1.7296668085395182,2.0551388108193365,2.4723952709760217
Winterville,FITNESS AND RECREATIONAL SPORTS CENTERS,1.8505764024588156,2.1277836724742456,2.563998289849613
Alps Road,FULL-SERVICE RESTAURANTS,0.20014122968628686,0.2836759484276826,0.33280450666459105
Barnett Shoals,FULL-SERVICE RESTAURANTS,0.8137501456288346,0.9283453867148831,0.961580449753821
Barrow,FULL-SERVICE RESTAURANTS,0.3574172295933882,0.43956602106195625,0.4705382758377524
Chase Street,FULL-SERVICE RESTAURANTS,0.24216245359438693,0.3380206362964709,0.38373951728622024
Choice Zone-East,FULL-SERVICE RESTAURANTS,0.46659463474116764,0.6060462868726944,0.6256257560705337
Choice Zone-West,FULL-SERVICE RESTAURANTS,1.6301021245747969,1.7692243669595122,2.0480521594727508
Cleveland Road,FULL-SERVICE RESTAURANTS,0.6136816758243417,0.7281361331435621,0.9124619159304006
Fowler Drive,FULL-SERVICE RESTAURANTS,0.7849427946722692,1.2425285632086063,1.2692687497574797
Gaines,FULL-SERVICE RESTAURANTS,0.3607667802575556,0.5465979521743691,0.643128375437046
Howard B Stroud,FULL-SERVICE RESTAURANTS,0.734693532494066,0.87304539525524,0.9176476052012414
Judia Jackson Harris,FULL-SERVICE RESTAURANTS,0.9462462821251421,1.4918431283613813,1.6378190742807006
Oglethorpe,FULL-SERVICE RESTAURANTS,0.9062695965495156,0.9940975511929315,1.0308569380244723
Timothy Rd.,FULL-SERVICE RESTAURANTS,0.5917139118541632,0.6649925062599796,0.7611505598916235
Whit Davis,FULL-SERVICE RESTAURANTS,1.8865415489479649,1.972355021417451,2.007461021194373
Whitehead Rd.,FULL-SERVICE RESTAURANTS,1.4542147971056951,1.6051968612212582,1.6960157719058944
Winterville,FULL-SERVICE RESTAURANTS,1.5836370918702856,1.647265956089101,1.752560485314502
Alps Road,GRAPHIC DESIGN SERVICES,0.4504605747731126,0.5692015048927974,0.7913792409453907
Barnett Shoals,GRAPHIC DESIGN SERVICES,0.8237022746532762,1.2009694326416702,1.4837491754431105
Barrow,GRAPHIC DESIGN SERVICES,0.5597996217672094,0.8795834476977086,1.1130518644308744
Chase Street,GRAPHIC DESIGN SERVICES,0.416802539612425,0.6342636807041916,0.9111437876187374
Choice Zone-East,GRAPHIC DESIGN SERVICES,0.5676814638415846,0.6663606052872696,1.082630277745929
Choice Zone-West,GRAPHIC DESIGN SERVICES,0.7841783258978455,1.9458846134897205,2.3741521936686034
Cleveland Road,GRAPHIC DESIGN SERVICES,1.743575394389252,2.2916129711900064,3.161797103491919
Fowler Drive,GRAPHIC DESIGN SERVICES,1.654040943950038,2.2747452047513717,2.731226934559943
Gaines,GRAPHIC DESIGN SERVICES,1.1723184042517314,1.3341001278539029,1.4281598833992957
Howard B Stroud,GRAPHIC DESIGN SERVICES,1.2268213810932178,1.5776042094890494,2.01783209199787
Judia Jackson Harris,GRAPHIC DESIGN SERVICES,0.9506414232136965,4.221248444300156,4.516691170955111
Oglethorpe,GRAPHIC DESIGN SERVICES,0.8222893390441534,1.1535797788446696,1.483916086210451
Timothy Rd.,GRAPHIC DESIGN SERVICES,0.6259471615868186,1.044182841355678,1.4250243444632391
Whit Davis,GRAPHIC DESIGN SERVICES,1.1011759539299781,1.7594044793576165,2.220044941728214
Whitehead Rd.,GRAPHIC DESIGN SERVICES,1.0466287934872076,1.515120143362795,2.0270138567845057
Winterville,GRAPHIC DESIGN SERVICES,2.546155193943097,2.704899233504959,3.2614345236852236
Alps Road,"HAIR, NAIL, AND SKIN CARE SERVICES",0.1801795678638892,0.2172888297411009,0.26695778692003325
Barnett Shoals,"HAIR, NAIL, AND SKIN CARE SERVICES",0.6839874323351416,0.9066817706616631,1.1339709601763173
Barrow,"HAIR, NAIL, AND SKIN CARE SERVICES",0.372375398454058,0.4708092839986553,0.6149718475763687
Chase Street,"HAIR, NAIL, AND SKIN CARE SERVICES",0.20410882251461696,0.27296622894474126,0.31888867208145355
Choice Zone-East,"HAIR, NAIL, AND SKIN CARE SERVICES",0.46308531597380975,0.5700043931490777,0.6238501202202769
Choice Zone-West,"HAIR, NAIL, AND SKIN CARE SERVICES",0.8520222941673865,1.7466404051533049,1.746920598544592
Cleveland Road,"HAIR, NAIL, AND SKIN CARE SERVICES",0.7597497071691505,0.8263331411305799,1.1184783777321043
Fowler Drive,"HAIR, NAIL, AND SKIN CARE SERVICES",0.9755760108188899,1.3166375442096543,1.4261897888988169
Gaines,"HAIR, NAIL, AND SKIN CARE SERVICES",0.3896298680592713,0.5454717663687997,0.6315579002011854
Howard B Stroud,"HAIR, NAIL, AND SKIN CARE SERVICES",0.38210327888465234,0.694948249183549,0.7486694730355199
Judia Jackson Harris,"HAIR, NAIL, AND SKIN CARE SERVICES",0.7072012252031614,0.9373177538060914,1.051173345440521
Oglethorpe,"HAIR, NAIL, AND SKIN CARE SERVICES",1.0451794771281546,1.3419884991249675,1.3957455443775826
Timothy Rd.,"HAIR, NAIL, AND SKIN CARE SERVICES",0.6112907623559154,0.6975716828169406,0.7603169190103702
Whit Davis,"HAIR, NAIL, AND SKIN CARE SERVICES",1.0950212311943448,1.8654064715645078,2.001434403072311
Whitehead Rd.,"HAIR, NAIL, AND SKIN CARE SERVICES",1.7187937234428385,1.7972209285676735,1.8628383697507735
Winterville,"HAIR, NAIL, AND SKIN CARE SERVICES",0.9688565132055377,1.4858361446600734,1.5793342248723443
Alps Road,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,0.4398304449766075,0.5436320970021734,0.5938202466126705
Barnett Shoals,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,1.3759914643707831,2.449433500103452,3.1135603958970615
Barrow,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,0.5804151955136879,1.0733264673642382,1.1340060482234333
Chase Street,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,0.6679606249794572,0.7922776775690354,0.8382879322811605
Choice Zone-East,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,2.504118578322965,3.0636613711612437,3.349717853465351
Choice Zone-West,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,2.5908358893818253,3.17864307682303,3.2778568089421904
Cleveland Road,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,0.9729819887647042,1.2436771741937502,1.5505912517453813
Fowler Drive,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,1.5687216720158326,1.9731372842230097,2.6045202460632186
Gaines,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,1.3367471862093934,1.5036581728171357,1.5669470737887474
Howard B Stroud,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,0.7462166317219627,1.0928369308468586,1.1998681011724839
Judia Jackson Harris,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,3.554566128805092,3.708804429014873,4.4634007780944
Oglethorpe,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,1.4094726817191583,1.5476398950017072,1.7820120607527807
Timothy Rd.,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,0.9343802088889728,1.2470400096047165,1.5914542725050884
Whit Davis,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,1.8477328501182986,4.358247296970627,5.223555426746686
Whitehead Rd.,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,2.6840279224938755,2.7849224084986193,2.852250884538176
Winterville,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,3.8614857151814284,4.293248351884883,4.4359672394227445
Alps Road,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",0.45951161527196405,0.8448217577701396,1.0208079207195337
Barnett Shoals,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",1.0965657073950295,1.7390739513256586,2.0502275951582063
Barrow,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",0.5531503017018131,0.6960131864942645,0.9401595886682544
Chase Street,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",0.35397581101011105,0.5942039395347153,0.7156623864421235
Choice Zone-East,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",0.584782020940938,1.0742211499088612,1.6544942444626485
Choice Zone-West,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",0.7238909828563768,2.119849455171814,2.395201490049936
Cleveland Road,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",1.9316177309375242,2.5721630445668833,2.699915815331459
Fowler Drive,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",1.0054735047801187,1.5496397997662235,2.165077455363263
Gaines,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",0.511480988071794,0.9385508930862427,1.1292211748769783
Howard B Stroud,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",0.7831657334106795,0.9350274044644927,1.0501703115748937
Judia Jackson Harris,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",1.6880300883932524,3.1184326956686386,3.8181361692122655
Oglethorpe,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",0.6298858769777419,1.1367411924636823,1.6576895603896789
Timothy Rd.,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",0.5741462270542781,0.9649259076775686,1.167538111125914
Whit Davis,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",0.8861211205545807,1.3972115611132145,1.9905667648572025
Whitehead Rd.,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",1.4656538929716976,1.9017779801033718,2.187914330234243
Winterville,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",1.1485816288171073,2.2849099116146245,2.5169219049546108
Alps Road,INSURANCE AGENCIES AND BROKERAGE,0.27675187833771403,0.5044667721287048,0.6601087968433961
Barnett Shoals,INSURANCE AGENCIES AND BROKERAGE,0.8882308558877103,1.4481363103829248,1.8364245449676437
Barrow,INSURANCE AGENCIES AND BROKERAGE,0.5815308118192346,0.9968710741755461,1.1534300635251042
Chase Street,INSURANCE AGENCIES AND BROKERAGE,0.29904697753288834,0.4285437419392514,0.5699838167544765
Choice Zone-East,INSURANCE AGENCIES AND BROKERAGE,0.47829960382156744,0.6409475470963433,0.7125123709418482
Choice Zone-West,INSURANCE AGENCIES AND BROKERAGE,1.39991976286295,1.8723154272936378,2.1848214123041667
Cleveland Road,INSURANCE AGENCIES AND BROKERAGE,1.0120335007737227,1.5251702117338786,2.032346072157113
Fowler Drive,INSURANCE AGENCIES AND BROKERAGE,1.1369078205699827,1.5335677841600777,1.9508798180829894
Gaines,INSURANCE AGENCIES AND BROKERAGE,1.1091191152008242,1.204647541199571,1.3065648306819848
Howard B Stroud,INSURANCE AGENCIES AND BROKERAGE,1.1196279525347836,1.299358349954741,1.375396543781152
Judia Jackson Harris,INSURANCE AGENCIES AND BROKERAGE,1.735610601976056,1.825295607506086,3.16451526063212
Oglethorpe,INSURANCE AGENCIES AND BROKERAGE,1.25807098524608,1.3681639043506728,1.5588720673586278
Timothy Rd.,INSURANCE AGENCIES AND BROKERAGE,0.6452864901839436,0.8769137002264351,1.025314238067481
Whit Davis,INSURANCE AGENCIES AND BROKERAGE,1.9819274177551938,2.3057326001783864,2.4036572922605837
Whitehead Rd.,INSURANCE AGENCIES AND BROKERAGE,2.0850051309370663,2.2704485473410956,2.4166455925644534
Winterville,INSURANCE AGENCIES AND BROKERAGE,1.7144108341024227,2.0556804747429545,2.3349989590993414
Alps Road,INTERIOR DESIGN SERVICES,0.43285587049235447,0.6633084290701511,0.7697510834415124
Barnett Shoals,INTERIOR DESIGN SERVICES,1.3485613347300096,1.8530990135061727,2.4330671839890594
Barrow,INTERIOR DESIGN SERVICES,0.6731374270124781,0.8278805742695908,0.9815224944298865
Chase Street,INTERIOR DESIGN SERVICES,0.44917715514013,0.6738968489653643,0.8559061041441239
Choice Zone-East,INTERIOR DESIGN SERVICES,0.5305179041390319,1.0769014485615065,3.310714444497034
Choice Zone-West,INTERIOR DESIGN SERVICES,1.9980684559195716,2.6263805317890014,3.036794207102023
Cleveland Road,INTERIOR DESIGN SERVICES,0.8730067599795873,1.297491816141893,1.630675667209459
Fowler Drive,INTERIOR DESIGN SERVICES,1.998391780561751,2.649218160515192,2.9474612452993734
Gaines,INTERIOR DESIGN SERVICES,1.2969912988375911,1.4384925917879732,1.9773615072004092
Howard B Stroud,INTERIOR DESIGN SERVICES,1.1655384654868381,1.5333396763838965,1.9093191886392336
Judia Jackson Harris,INTERIOR DESIGN SERVICES,1.5696875889474133,4.523036510765358,4.796706105775058
Oglethorpe,INTERIOR DESIGN SERVICES,1.3507771583479995,1.524939013334959,1.970164573022671
Timothy Rd.,INTERIOR DESIGN SERVICES,0.8282995419945058,1.06786483751274,1.2931255326788533
Whit Davis,INTERIOR DESIGN SERVICES,1.7170412711410725,2.3091514848710637,3.2886197552893415
Whitehead Rd.,INTERIOR DESIGN SERVICES,1.740952696529362,2.281943393020886,3.0201547682119303
Winterville,INTERIOR DESIGN SERVICES,2.289305550524016,3.170602451035618,4.742616641190957
Alps Road,JANITORIAL SERVICES,0.3003569598967309,0.4057122029257191,0.6552483865811952
Barnett Shoals,JANITORIAL SERVICES,1.0417801263904207,1.3140714408673755,1.4949075258416706
Barrow,JANITORIAL SERVICES,0.6247895147314199,0.8794460505739298,1.0708382605384577
Chase Street,JANITORIAL SERVICES,0.31781020424631495,0.4657144686513537,0.579077691773334
Choice Zone-East,JANITORIAL SERVICES,0.5826501864857584,0.7773496499090893,0.9889717440581642
Choice Zone-West,JANITORIAL SERVICES,0.3118544940426004,0.5411670437284477,0.8632399292661955
Cleveland Road,JANITORIAL SERVICES,0.5265920117626242,0.7831506932821407,1.0481555396350681
Fowler Drive,JANITORIAL SERVICES,0.4919734044156517,0.7149319436105864,0.81114928856164
Gaines,JANITORIAL SERVICES,0.401965179034319,0.6178630068037616,0.7574979622232669
Howard B Stroud,JANITORIAL SERVICES,0.4619134661483944,0.6541246382313007,0.8181403925848902
Judia Jackson Harris,JANITORIAL SERVICES,0.6646583890594816,1.0112814282356994,1.258757038121246
Oglethorpe,JANITORIAL SERVICES,0.5847999047486068,1.0331945484440335,1.1817094625617017
Timothy Rd.,JANITORIAL SERVICES,0.49805704986331534,0.779637330680974,1.0750143663500482
Whit Davis,JANITORIAL SERVICES,0.7020811740546035,1.0540768389457005,1.3269294873466788
Whitehead Rd.,JANITORIAL SERVICES,0.5455164288120076,0.7716869554324578,0.9545962915748925
Winterville,JANITORIAL SERVICES,0.84307498248542,1.1801734055565039,1.455705767957263
Alps Road,LANDSCAPING SERVICES,0.5614833818035764,1.012800504369035,1.2355317077780275
Barnett Shoals,LANDSCAPING SERVICES,0.4303644205517965,0.7336262388940376,0.9739808344770448
Barrow,LANDSCAPING SERVICES,0.5119713368768308,0.7460854680253386,0.9127921476261985
Chase Street,LANDSCAPING SERVICES,0.4029498912800796,0.6248852639588074,0.7625962244512939
Choice Zone-East,LANDSCAPING SERVICES,0.35726225900686054,0.6174130066897312,0.7350216653789619
Choice Zone-West,LANDSCAPING SERVICES,0.57107754797657,0.8727613694476608,1.1346889098987794
Cleveland Road,LANDSCAPING SERVICES,0.41438519241589067,0.6686600238884671,0.8293677608461495
Fowler Drive,LANDSCAPING SERVICES,0.7817420448166225,1.0727441240976716,1.262787888261792
