REALKEY,PARCEL_NO,SALELAND1,SALEIMP1,SALEIMP2,SALE_VAL,CURR_VAL,A_VALUE,P_VALUE,2022 Total,2022 Land,2022 Imp
29835,233B3 A008,0,0,0,0,126116,26000,0,126116,26000,100116
29979,233B3 A009,0,0,0,0,242166,26000,0,242166,26000,216166
23604,233B3 B001,0,0,0,0,156024,22100,0,156024,22100,133924
23605,233B3 B002,0,0,0,0,23400,23400,0,23400,23400,0
43973,233B3 B002A,0,0,0,0,88781,0,0,88781,0,88781
23607,233B3 B003,0,0,0,0,305538,43225,0,305538,43225,262313
23608,233B3 B004,0,0,0,0,176522,26000,0,176522,26000,150522
23609,233B3 B005,0,0,0,0,186809,26000,0,186809,26000,160809
23610,233B3 B006,0,0,0,0,174491,26000,0,174491,26000,148491
23611,233B3 B007,0,0,0,0,120782,26000,0,120782,26000,94782
23612,233B3 B008,0,0,0,0,152472,26000,0,152472,26000,126472
23613,233B3 B009,0,0,0,0,157757,26000,0,157757,26000,131757
23614,233B3 B010,0,0,0,0,221354,43225,0,221354,43225,178129
23615,233B3 B012,0,0,0,0,207901,39000,0,207901,39000,168901
23616,233B3 B014,0,0,0,0,94644,24000,0,94644,24000,70644
23617,233B3 B014A,0,0,0,0,43498,26000,0,43498,26000,17498
23618,233B3 B015,0,0,0,0,150464,26000,0,150464,26000,124464
23619,233B3 B016,0,0,0,0,231352,45500,0,231352,45500,185852
23620,233B3 C001,26000,99000,0,125000,143063,26000,0,125000,26000,99000
23621,233B3 C002,0,0,0,0,237874,26000,0,237874,26000,211874
23622,233B3 C003,0,0,0,0,135388,26000,0,135388,26000,109388
23623,233B3 C004,0,0,0,0,158599,26000,0,158599,26000,132599
28965,233B3 C004A,0,0,0,0,177523,26000,0,177523,26000,151523
23624,233B3 C005,0,0,0,0,116822,26000,0,116822,26000,90822
23625,233B3 C005A,0,0,0,0,95860,26000,0,95860,26000,69860
23626,233B3 C005B,0,0,0,0,115521,26000,0,115521,26000,89521
23627,233B3 C005C,0,0,0,0,175744,26000,0,175744,26000,149744
23628,233B3 C005D,0,0,0,0,137003,26000,0,137003,26000,111003
23629,233B3 C005E,0,0,0,0,96891,26000,0,96891,26000,70891
23630,233B3 C005F,0,0,0,0,100,100,0,100,100,0
23631,233B3 C006,0,0,0,0,139272,32500,0,139272,32500,106772
23632,233B3 C007,0,0,0,0,168530,26000,0,168530,26000,142530
23633,233B3 C008,0,0,0,0,160016,26000,0,160016,26000,134016
23634,233B3 C009,0,0,0,0,127356,26000,0,127356,26000,101356
23635,233B3 D001,0,0,0,0,202823,157500,0,202823,157500,45323
23636,233B3 D002,0,0,0,0,178200,178200,0,178200,178200,0
23637,233B3 D003,0,0,0,0,149784,26000,0,149784,26000,123784
23638,233B3 D004,0,0,0,0,150448,26000,0,150448,26000,124448
45267,233B3 D004A,0,0,0,0,150448,26000,0,150448,26000,124448
23639,233B3 D005,0,0,0,0,152991,26000,0,152991,26000,126991
23640,233B3 D006,0,0,0,0,162632,26000,0,162632,26000,136632
23641,233B3 D007,0,0,0,0,170748,26000,0,170748,26000,144748
23642,233B3 D008,0,0,0,0,117653,26000,0,117653,26000,91653
23643,233B3 D009,0,0,0,0,91357,26000,0,91357,26000,65357
23644,233B3 D010,0,0,0,0,106646,34580,0,106646,34580,72066
29689,233B3 D010A,0,0,0,0,139106,26000,0,139106,26000,113106
23645,233B3 D011,0,0,0,0,2075141,837600,0,2075141,837600,1237541
23647,233B3 D012A,0,0,0,0,1380262,862150,0,1380262,862150,518112
36766,233B3 D013A,0,0,0,0,156963,41410,0,156963,41410,115553
23649,233B3 D014,0,0,0,0,31132,26000,0,31132,26000,5132
23650,233B3 D015,0,0,0,0,150532,26000,0,150532,26000,124532
23651,233B3 D016,0,0,0,0,161757,26000,0,161757,26000,135757
23652,233B3 D017,0,0,0,0,106219,26000,0,106219,26000,80219
23653,233B3 D018,0,0,0,0,96902,26000,0,96902,26000,70902
23654,233B3 D019,0,0,0,0,147063,26000,0,147063,26000,121063
23655,233B3 D020,0,0,0,0,171842,26000,0,171842,26000,145842
23656,233B3 D021,0,0,0,0,637664,367500,0,637664,367500,270164
23657,233B3 E001,0,0,0,0,150229,26000,0,150229,26000,124229
31156,233B3 E001A,0,0,0,0,151821,26000,0,151821,26000,125821
23658,233B3 E002,0,0,0,0,93021,34580,0,93021,34580,58441
23659,233B3 E003,0,0,0,0,123784,26000,0,123784,26000,97784
23660,233B3 E004,0,0,0,0,152573,26000,0,152573,26000,126573
23661,233B3 E005,0,0,0,0,262326,164724,0,262326,164724,97602
23662,233B3 E007,0,0,0,0,947134,490523,0,947134,490523,456611
23663,233B4 A001,0,0,0,0,1086465,492804,0,1086465,492804,593661
23664,233B4 A002,0,0,0,0,450428,54040,0,450428,54040,396388
23665,233B4 A002A,0,0,0,0,2036336,840000,0,2036336,840000,1196336
23666,233B4 A002B,0,0,0,0,258438,112613,0,258438,112613,145825
23667,233B4 A003,0,0,0,0,834096,413280,0,834096,413280,420816
23668,233B4 A004,0,0,0,0,634002,307913,0,634002,307913,326089
23669,233B4 A005,0,0,0,0,482613,306567,0,482613,306567,176046
23670,233B4 A006,0,0,0,0,1489547,1489547,0,1489547,1489547,0
23672,233B4 A008,0,0,0,0,780649,352800,0,780649,352800,427849
23677,233B4 A012,0,0,0,0,1439788,618000,0,1439788,618000,821788
23679,233B4 A014,0,0,0,0,18001,18000,0,18001,18000,1
23680,233B4 B001,0,0,0,0,4836000,4836000,0,4836000,4836000,0
23681,233B4 B001A,0,0,0,0,521404,223440,0,521404,223440,297964
39312,233B4 B001B,0,0,0,0,497633,497633,0,497633,497633,0
39313,233B4 B001C,0,0,0,0,201274,201274,0,201274,201274,0
39314,233B4 B001D,0,0,0,0,246280,246280,0,246280,246280,0
42963,233B4 B001L,0,0,0,0,9032431,0,0,9032431,0,9032431
42962,233B4 B001X,0,0,0,0,3010812,1,0,3010812,1,3010811
23682,233B4 B002,0,0,0,0,2114598,798063,0,2114598,798063,1316535
23683,233B4 C001,0,0,0,0,181396,38261,0,181396,38261,143135
23684,233B4 C002,0,0,0,0,4041480,427200,0,4041480,427200,3614280
23687,233B4 C005,0,0,0,0,7121639,1542000,0,7121639,1542000,5579639
23690,233B4 C008,0,0,0,0,1185077,799762,0,1185077,799762,385315
23693,233B4 C011,0,0,0,0,164027,104000,0,164027,104000,60027
23694,233B4 C012,0,0,0,0,236283,100170,0,236283,100170,136113
23695,233B4 C013,0,0,0,0,149506,33800,0,149506,33800,115706
23696,233B4 C014,0,0,0,0,181091,31200,0,181091,31200,149891
23698,233B4 C016,0,0,0,0,179634,26000,0,179634,26000,153634
23699,233B4 C017,0,0,0,0,141896,26000,0,141896,26000,115896
23700,233B4 C018,0,0,0,0,104934,26000,0,104934,26000,78934
23701,233B4 C019,0,0,0,0,119324,26000,0,119324,26000,93324
33660,233C1 A001,0,0,0,0,181400,30000,0,181400,30000,151400
33661,233C1 A002,0,0,0,0,181400,30000,0,181400,30000,151400
33662,233C1 A003,0,0,0,0,181400,30000,0,181400,30000,151400
33663,233C1 A004,0,0,0,0,181400,30000,0,181400,30000,151400
33664,233C1 A005,0,0,0,0,181400,30000,0,181400,30000,151400
33665,233C1 A006,0,0,0,0,181400,30000,0,181400,30000,151400
33666,233C1 A007,0,0,0,0,181400,30000,0,181400,30000,151400
33667,233C1 A008,0,0,0,0,221000,30000,0,221000,30000,191000
33668,233C1 A009,0,0,0,0,181400,30000,0,181400,30000,151400
33669,233C1 A010,0,0,0,0,221000,30000,0,221000,30000,191000
33670,233C1 A011,0,0,0,0,181400,30000,0,181400,30000,151400
33671,233C1 A012,0,0,0,0,210500,30000,0,210500,30000,180500
33672,233C1 A013,0,0,0,0,221000,30000,0,221000,30000,191000
33673,233C1 A014,0,0,0,0,221000,30000,0,221000,30000,191000
33674,233C1 A015,0,0,0,0,221000,30000,0,221000,30000,191000
33675,233C1 A016,0,0,0,0,221000,30000,0,221000,30000,191000
33676,233C1 A017,0,0,0,0,210500,30000,0,210500,30000,180500
33677,233C1 A018,0,0,0,0,181400,30000,0,181400,30000,151400
33678,233C1 A019,0,0,0,0,210500,30000,0,210500,30000,180500
33679,233C1 A020,0,0,0,0,210500,30000,0,210500,30000,180500
33680,233C1 A021,0,0,0,0,210500,30000,0,210500,30000,180500
33681,233C1 A022,0,0,0,0,181400,30000,0,181400,30000,151400
33682,233C1 A023,0,0,0,0,181400,30000,0,181400,30000,151400
33683,233C1 A024,0,0,0,0,181400,30000,0,181400,30000,151400
33684,233C1 A025,0,0,0,0,181400,30000,0,181400,30000,151400
33685,233C1 A026,0,0,0,0,181400,30000,0,181400,30000,151400
33686,233C1 A027,0,0,0,0,181400,30000,0,181400,30000,151400
33687,233C1 A028,0,0,0,0,181400,30000,0,181400,30000,151400
33688,233C1 A098,0,0,0,0,1,1,0,1,1,0
33689,233C1 A099,0,0,0,0,1,1,0,1,1,0
33690,233C1 B001,0,0,0,0,120902,30000,0,120902,30000,90902
33691,233C1 B002,0,0,0,0,221000,30000,0,221000,30000,191000
33692,233C1 B003,0,0,0,0,210500,30000,0,210500,30000,180500
33693,233C1 B004,0,0,0,0,210500,30000,0,210500,30000,180500
33694,233C1 B005,0,0,0,0,221000,30000,0,221000,30000,191000
33695,233C1 B006,0,0,0,0,221000,30000,0,221000,30000,191000
33696,233C1 B007,0,0,0,0,181400,30000,0,181400,30000,151400
33697,233C1 B008,0,0,0,0,181400,30000,0,181400,30000,151400
33698,233C1 B009,0,0,0,0,221000,30000,0,221000,30000,191000
33699,233C1 B010,0,0,0,0,210500,30000,0,210500,30000,180500
33700,233C1 B011,0,0,0,0,221000,30000,0,221000,30000,191000
33701,233C1 B012,0,0,0,0,221000,30000,0,221000,30000,191000
33702,233C1 B013,0,0,0,0,221000,30000,0,221000,30000,191000
33703,233C1 B014,0,0,0,0,221000,30000,0,221000,30000,191000
33704,233C1 B015,0,0,0,0,221000,30000,0,221000,30000,191000
33705,233C1 B016,0,0,0,0,210500,30000,0,210500,30000,180500
33706,233C1 B017,0,0,0,0,210500,30000,0,210500,30000,180500
33707,233C1 B018,0,0,0,0,181400,30000,0,181400,30000,151400
33708,233C1 B099,0,0,0,0,1,1,0,1,1,0
23702,233C4 A001,0,0,0,0,189800,88800,0,189800,88800,101000
23703,233C4 A002,0,0,0,0,200934,112758,0,200934,112758,88176
23704,233C4 A003,0,0,0,0,179458,107855,0,179458,107855,71603
23705,233C4 A003A,0,0,0,0,450071,112758,0,450071,112758,337313
23706,233C4 B001,0,0,0,0,1,1,0,1,1,0
23707,233C4 C001,0,0,0,0,135310,92500,0,135310,92500,42810
23708,233C4 C002,0,0,0,0,226767,92500,0,226767,92500,134267
30002,233C4 C003A,0,0,0,0,483894,106375,0,483894,106375,377519
23710,233C4 C004,0,0,0,0,142802,109890,0,142802,109890,32912
23711,233C4 C005,0,0,0,0,346632,35000,0,346632,35000,311632
23712,233C4 C006,0,0,0,0,240800,35000,0,240800,35000,205800
23713,233C4 C007,0,0,0,0,210396,35000,0,210396,35000,175396
23714,233C4 C008,0,0,0,0,208160,35000,0,208160,35000,173160
23715,233C4 C009,0,0,0,0,296590,35000,0,296590,35000,261590
23716,233C4 C010,0,0,0,0,221875,35000,0,221875,35000,186875
23717,233C4 C011,35000,251000,0,286000,290959,35000,0,286000,35000,251000
23718,233C4 C012,0,0,0,0,265438,35000,0,265438,35000,230438
23719,233C4 C013,0,0,0,0,233492,35000,0,233492,35000,198492
23720,233C4 C014,0,0,0,0,259738,35000,0,259738,35000,224738
39018,233C6 A001,0,0,0,0,19800,19800,0,19800,19800,0
39019,233C6 A002,0,0,0,0,19800,19800,0,19800,19800,0
39020,233C6 A003,0,0,0,0,19800,19800,0,19800,19800,0
39021,233C6 A004,0,0,0,0,19800,19800,0,19800,19800,0
39022,233C6 A005,0,0,0,0,19800,19800,0,19800,19800,0
39023,233C6 A006,0,0,0,0,19800,19800,0,19800,19800,0
39024,233C6 A007,0,0,0,0,19800,19800,0,19800,19800,0
39025,233C6 A008,0,0,0,0,19800,19800,0,19800,19800,0
39026,233C6 A009,30000,269000,0,299000,313416,30000,0,299000,30000,269000
39027,233C6 A010,30000,269000,0,299000,312144,30000,0,299000,30000,269000
39028,233C6 A011,0,0,0,0,264613,30000,0,264613,30000,234613
39029,233C6 A012,0,0,0,0,264613,30000,0,264613,30000,234613
39030,233C6 A099,0,0,0,0,1,1,0,1,1,0
39031,233C6 B001,0,0,0,0,72150,72150,0,72150,72150,0
39032,233C6 B002,0,0,0,0,72150,72150,0,72150,72150,0
39033,233C6 B003,0,0,0,0,491111,135902,0,491111,135902,355209
39034,233C6 B004,0,0,0,0,336633,30000,0,336633,30000,306633
39035,233C6 B005,0,0,0,0,235980,30000,0,235980,30000,205980
39036,233C6 B006,0,0,0,0,314948,30000,0,314948,30000,284948
39037,233C6 B007,0,0,0,0,355126,51000,0,355126,51000,304126
39039,233C6 B009,0,0,0,0,19800,19800,0,19800,19800,0
39040,233C6 B010,0,0,0,0,206381,60000,0,206381,60000,146381
39041,233C6 B011,0,0,0,0,386769,110429,0,386769,110429,276340
39042,233C6 B098,0,0,0,0,1,1,0,1,1,0
39043,233C6 B099,0,0,0,0,1,1,0,1,1,0
39044,233C6 C001,0,0,0,0,254874,30000,0,254874,30000,224874
39045,233C6 C002,0,0,0,0,260136,30000,0,260136,30000,230136
39046,233C6 C003,0,0,0,0,268661,30000,0,268661,30000,238661
39047,233C6 C004,0,0,0,0,256212,30000,0,256212,30000,226212
39048,233C6 C005,0,0,0,0,319194,30000,0,319194,30000,289194
39049,233C6 C006,0,0,0,0,270924,30000,0,270924,30000,240924
39050,233C6 C007,0,0,0,0,19800,19800,0,19800,19800,0
39051,233C6 C008,20000,0,229752,249752,249752,30000,0,249752,20000,229752
39052,233C6 C009,0,0,0,0,19800,19800,0,19800,19800,0
39053,233C6 C010,0,0,0,0,271253,30000,0,271253,30000,241253
39054,233C6 C011,0,0,0,0,271548,30000,0,271548,30000,241548
39056,233C6 C098,0,0,0,0,1,1,0,1,1,0
39057,233C6 C099,0,0,0,0,1,1,0,1,1,0
23741,233D1 A001,0,0,0,0,88745,26000,0,88745,26000,62745
23742,233D1 A002,0,0,0,0,175280,23400,0,175280,23400,151880
23743,233D1 A003,0,0,0,0,143980,26000,0,143980,26000,117980
23744,233D1 A004,0,0,0,0,211219,26000,0,211219,26000,185219
23745,233D1 A005,0,0,0,0,189202,26000,0,189202,26000,163202
23746,233D1 A006,0,0,0,0,134280,26000,0,134280,26000,108280
23747,233D1 B001,0,0,0,0,735525,735525,0,735525,735525,0
23748,233D1 B002,0,0,0,0,413445,45500,0,413445,45500,367945
23749,233D1 B003,26000,99500,0,125500,154429,26000,0,125500,26000,99500
23750,233D1 B004,0,0,0,0,180562,26000,0,180562,26000,154562
23751,233D1 B005,0,0,0,0,91611,39000,0,91611,39000,52611
23752,233D1 B006,0,0,0,0,287569,130204,0,287569,130204,157365
23753,233D1 B007,0,0,0,0,212294,122655,0,212294,122655,89639
23754,233D1 B008,0,0,0,0,145034,100178,0,145034,100178,44856
23755,233D1 B009,0,0,0,0,160240,100178,0,160240,100178,60062
23756,233D1 B010,0,0,0,0,167889,95275,0,167889,95275,72614
23757,233D1 B011,0,0,0,0,84360,84360,0,84360,84360,0
23758,233D1 C001,0,0,0,0,54600,54600,0,54600,54600,0
23759,233D1 C002,0,0,0,0,198096,26000,0,198096,26000,172096
23760,233D1 C002A,0,0,0,0,86948,26000,0,86948,26000,60948
23761,233D1 C003,0,0,0,0,88606,26000,0,88606,26000,62606
23762,233D1 C003A,0,0,0,0,126643,26000,0,126643,26000,100643
23763,233D1 C004,0,0,0,0,107272,26000,0,107272,26000,81272
23764,233D1 C005,0,0,0,0,95611,26000,0,95611,26000,69611
23765,233D1 C006,0,0,0,0,146182,26000,0,146182,26000,120182
23766,233D1 C007,0,0,0,0,92200,26000,0,92200,26000,66200
23767,233D1 C008,0,0,0,0,508777,112110,0,508777,112110,396667
23768,233D1 C009,0,0,0,0,234823,96200,0,234823,96200,138623
23769,233D1 C010,0,0,0,0,181884,114885,0,181884,114885,66999
23770,233D1 C011,0,0,0,0,144879,107747,0,144879,107747,37132
23771,233D1 C012,0,0,0,0,224786,127650,0,224786,127650,97136
23772,233D1 D001,0,0,0,0,167381,116550,0,167381,116550,50831
23773,233D1 D002,0,0,0,0,565548,163170,0,565548,163170,402378
23774,233D1 D003,0,0,0,0,235846,26000,0,235846,26000,209846
23775,233D1 D003A,0,0,0,0,194157,26000,0,194157,26000,168157
23776,233D1 D004,0,0,0,0,182398,26000,0,182398,26000,156398
23777,233D1 D004A,0,0,0,0,243418,26000,0,243418,26000,217418
23778,233D1 D005,0,0,0,0,185579,26000,0,185579,26000,159579
23779,233D1 D005A,0,0,0,0,182415,26000,0,182415,26000,156415
23780,233D1 D006,0,0,0,0,270351,26000,0,270351,26000,244351
23781,233D1 D006A,0,0,0,0,218976,26000,0,218976,26000,192976
23782,233D1 D007,0,0,0,0,260411,26000,0,260411,26000,234411
23783,233D1 D007A,0,0,0,0,216987,26000,0,216987,26000,190987
23784,233D1 D008,0,0,0,0,200695,26000,0,200695,26000,174695
23785,233D1 D008A,0,0,0,0,191033,26000,0,191033,26000,165033
23786,233D1 D009,0,0,0,0,193909,26000,0,193909,26000,167909
23787,233D1 D009A,26000,89900,0,115900,193483,26000,0,115900,26000,89900
23788,233D1 D010,0,0,0,0,205055,26000,0,205055,26000,179055
23789,233D1 D010A,0,0,0,0,187005,26000,0,187005,26000,161005
23790,233D1 D011,26000,111500,0,137500,186856,26000,0,137500,26000,111500
23791,233D1 D011A,26000,118000,0,144000,187005,26000,0,144000,26000,118000
23792,233D1 D012,0,0,0,0,208624,26000,0,208624,26000,182624
23793,233D1 D012A,0,0,0,0,206633,26000,0,206633,26000,180633
23794,233D1 D013,0,0,0,0,281201,26000,0,281201,26000,255201
23795,233D1 D013A,0,0,0,0,255989,26000,0,255989,26000,229989
23796,233D1 D014,0,0,0,0,169090,26000,0,169090,26000,143090
23797,233D1 D014A,0,0,0,0,184844,26000,0,184844,26000,158844
23798,233D1 E001,0,0,0,0,262508,115440,0,262508,115440,147068
23799,233D1 E002,0,0,0,0,190697,90650,0,190697,90650,100047
23800,233D1 E003,0,0,0,0,223073,90650,0,223073,90650,132423
23801,233D1 E004,0,0,0,0,196760,89725,0,196760,89725,107035
23802,233D1 E005,0,0,0,0,176700,85239,0,176700,85239,91461
23803,233D1 E006,0,0,0,0,218049,90650,0,218049,90650,127399
23804,233D2 A001,0,0,0,0,270249,35000,0,270249,35000,235249
23805,233D2 A002,0,0,0,0,289285,35000,0,289285,35000,254285
23806,233D2 A003,0,0,0,0,216779,35000,0,216779,35000,181779
23807,233D2 A004,0,0,0,0,231103,35000,0,231103,35000,196103
23808,233D2 A005,0,0,0,0,234534,35000,0,234534,35000,199534
23809,233D2 A006,0,0,0,0,237460,35000,0,237460,35000,202460
23810,233D2 A007,0,0,0,0,313896,35000,0,313896,35000,278896
23811,233D2 A008,0,0,0,0,4500,4500,0,4500,4500,0
23812,233D2 A009,0,0,0,0,294911,35000,0,294911,35000,259911
23813,233D2 A010,0,0,0,0,253585,35000,0,253585,35000,218585
23814,233D2 A011,0,0,0,0,296443,35000,0,296443,35000,261443
23815,233D2 A012,35000,295000,0,330000,332546,35000,0,330000,35000,295000
23816,233D2 A013,0,0,0,0,237334,35000,0,237334,35000,202334
23817,233D2 A014,0,0,0,0,268321,35000,0,268321,35000,233321
23818,233D2 B001,0,0,0,0,235239,35000,0,235239,35000,200239
23819,233D2 B002,35000,279000,0,314000,321212,35000,0,314000,35000,279000
23820,233D2 B003,0,0,0,0,268364,35000,0,268364,35000,233364
23821,233D2 B004,0,0,0,0,333592,35000,0,333592,35000,298592
23822,233D2 B005,0,0,0,0,26250,26250,0,26250,26250,0
29644,233D2 B005A,35000,289000,0,324000,332182,35000,0,324000,35000,289000
23823,233D2 B007,0,0,0,0,162180,35000,0,162180,35000,127180
23824,233D2 B008,0,0,0,0,318049,35000,0,318049,35000,283049
23825,233D2 B009,0,0,0,0,211499,35000,0,211499,35000,176499
23826,233D2 B010,0,0,0,0,253312,35000,0,253312,35000,218312
23827,233D2 B011,0,0,0,0,226189,35000,0,226189,35000,191189
23828,233D2 B012,0,0,0,0,246398,35000,0,246398,35000,211398
23829,233D2 B013,0,0,0,0,215223,35000,0,215223,35000,180223
23830,233D2 B014,0,0,0,0,254359,35000,0,254359,35000,219359
23831,233D2 B015,35000,240000,0,275000,309561,35000,0,275000,35000,240000
23832,233D2 B016,0,0,0,0,365795,35000,0,365795,35000,330795
23833,233D2 B017,0,0,0,0,259323,35000,0,259323,35000,224323
23834,233D2 B018,0,0,0,0,314239,35000,0,314239,35000,279239
23835,233D2 B020,0,0,0,0,247798,35000,0,247798,35000,212798
23836,233D2 B021,0,0,0,0,287793,35000,0,287793,35000,252793
23837,233D3 A001,0,0,0,0,187573,35000,0,187573,35000,152573
23838,233D3 A002,0,0,0,0,304378,35000,0,304378,35000,269378
23839,233D3 A003,0,0,0,0,260168,35000,0,260168,35000,225168
23840,233D3 A004,0,0,0,0,254040,35000,0,254040,35000,219040
23841,233D3 A005,0,0,0,0,192966,35000,0,192966,35000,157966
23842,233D3 A006,0,0,0,0,274647,35000,0,274647,35000,239647
23843,233D3 A007,0,0,0,0,235389,35000,0,235389,35000,200389
23844,233D3 A008,0,0,0,0,217571,35000,0,217571,35000,182571
23845,233D3 A009,0,0,0,0,257843,35000,0,257843,35000,222843
23846,233D3 A010,0,0,0,0,214324,35000,0,214324,35000,179324
23847,233D3 A011,0,0,0,0,279514,35000,0,279514,35000,244514
23848,233D3 A012,0,0,0,0,237249,35000,0,237249,35000,202249
23849,233D3 A013,0,0,0,0,196090,35000,0,196090,35000,161090
23850,233D3 B001,0,0,0,0,256216,35000,0,256216,35000,221216
23851,233D3 B002,0,0,0,0,240363,35000,0,240363,35000,205363
23852,233D3 B003,0,0,0,0,285153,35000,0,285153,35000,250153
23853,233D3 B004,0,0,0,0,214899,35000,0,214899,35000,179899
23854,233D3 B005,0,0,0,0,249415,35000,0,249415,35000,214415
23855,233D3 B006,0,0,0,0,439043,35000,0,439043,35000,404043
23856,233D3 B007,0,0,0,0,287286,35000,0,287286,35000,252286
23857,233D3 B008,0,0,0,0,321927,35000,0,321927,35000,286927
23858,233D3 B009,0,0,0,0,315936,35000,0,315936,35000,280936
23859,233D3 B010,0,0,0,0,316214,35000,0,316214,35000,281214
23860,233D3 B011,0,0,0,0,288886,35000,0,288886,35000,253886
23861,233D3 B012,0,0,0,0,303271,35000,0,303271,35000,268271
23862,233D3 B013,0,0,0,0,298644,35000,0,298644,35000,263644
23863,233D3 B014,0,0,0,0,217777,35000,0,217777,35000,182777
23864,233D3 B015,0,0,0,0,352549,35000,0,352549,35000,317549
23865,233D3 B016,0,0,0,0,279965,35000,0,279965,35000,244965
23866,233D3 B017,0,0,0,0,321742,35000,0,321742,35000,286742
23867,233D3 B018,0,0,0,0,288432,35000,0,288432,35000,253432
23868,233D3 B019,35000,260000,0,295000,307526,35000,0,295000,35000,260000
23869,233D3 B020,0,0,0,0,249332,35000,0,249332,35000,214332
23870,233D3 B021,0,0,0,0,303653,35000,0,303653,35000,268653
23871,233D3 B022,0,0,0,0,396968,35000,0,396968,35000,361968
23872,233D3 B023,0,0,0,0,296417,35000,0,296417,35000,261417
23873,233D3 B024,0,0,0,0,239988,35000,0,239988,35000,204988
23874,233D3 B025,0,0,0,0,231681,35000,0,231681,35000,196681
23875,233D3 B026,0,0,0,0,227094,35000,0,227094,35000,192094
23876,233D3 B027,0,0,0,0,208840,35000,0,208840,35000,173840
23877,233D3 B028,0,0,0,0,226081,35000,0,226081,35000,191081
23878,233D3 C001,0,0,0,0,278457,35000,0,278457,35000,243457
23879,233D3 C002,0,0,0,0,205847,35000,0,205847,35000,170847
23880,233D3 C003,0,0,0,0,213408,35000,0,213408,35000,178408
23881,233D3 C004,0,0,0,0,237882,35000,0,237882,35000,202882
23882,233D3 C005,0,0,0,0,307174,35000,0,307174,35000,272174
23883,233D3 C006,0,0,0,0,280855,35000,0,280855,35000,245855
23884,233D3 C007,0,0,0,0,304891,35000,0,304891,35000,269891
23885,233D3 C008,0,0,0,0,280680,35000,0,280680,35000,245680
23886,233D3 C009,0,0,0,0,234771,35000,0,234771,35000,199771
23887,233D3 C010,0,0,0,0,358000,35000,0,358000,35000,323000
23888,233D3 C011,0,0,0,0,24500,24500,0,24500,24500,0
23889,233D3 C012,0,0,0,0,272748,35000,0,272748,35000,237748
23890,233D3 C013,0,0,0,0,280235,35000,0,280235,35000,245235
23891,233D3 C014,35000,307500,0,342500,352671,35000,0,342500,35000,307500
23892,233D3 C015,0,0,0,0,264618,35000,0,264618,35000,229618
23893,233D3 C016,0,0,0,0,338654,35000,0,338654,35000,303654
23894,233D3 C017,0,0,0,0,266890,35000,0,266890,35000,231890
23895,233D3 C018,0,0,0,0,317124,35000,0,317124,35000,282124
23896,233D3 C019,0,0,0,0,221728,35000,0,221728,35000,186728
23897,233D3 C020,0,0,0,0,285679,35000,0,285679,35000,250679
23898,233D3 C021,0,0,0,0,283409,35000,0,283409,35000,248409
23899,233D3 C022,0,0,0,0,255596,35000,0,255596,35000,220596
23900,233D3 C023,0,0,0,0,210827,35000,0,210827,35000,175827
23901,233D3 C024,0,0,0,0,281604,35000,0,281604,35000,246604
23902,233D3 C025,0,0,0,0,237043,35000,0,237043,35000,202043
23903,233D3 C026,0,0,0,0,258934,35000,0,258934,35000,223934
23904,233D3 D001,0,0,0,0,253631,35000,0,253631,35000,218631
23905,233D3 D002,0,0,0,0,272255,35000,0,272255,35000,237255
23906,233D3 D003,0,0,0,0,304543,35000,0,304543,35000,269543
23907,233D3 D004,0,0,0,0,320752,35000,0,320752,35000,285752
23908,233D3 D005,0,0,0,0,290200,35000,0,290200,35000,255200
23909,233D4 A001,0,0,0,0,209948,35000,0,209948,35000,174948
23910,233D4 A002,0,0,0,0,260158,35000,0,260158,35000,225158
23911,233D4 A003,0,0,0,0,315922,35000,0,315922,35000,280922
23912,233D4 A004,0,0,0,0,285153,35000,0,285153,35000,250153
23913,233D4 A005,0,0,0,0,304629,35000,0,304629,35000,269629
23914,233D4 A006,0,0,0,0,330819,35000,0,330819,35000,295819
23915,233D4 A007,0,0,0,0,281695,35000,0,281695,35000,246695
23916,233D4 A008,0,0,0,0,308570,35000,0,308570,35000,273570
23917,233D4 A009,0,0,0,0,323305,35000,0,323305,35000,288305
23918,233D4 A010,0,0,0,0,292446,35000,0,292446,35000,257446
23919,233D4 A011,0,0,0,0,255796,35000,0,255796,35000,220796
23920,233D4 A012,0,0,0,0,330587,35000,0,330587,35000,295587
23921,233D4 A013,0,0,0,0,348898,35000,0,348898,35000,313898
23922,233D4 A014,0,0,0,0,305992,35000,0,305992,35000,270992
23923,233D4 A015,0,0,0,0,218969,35000,0,218969,35000,183969
23924,233D4 A016,0,0,0,0,242356,35000,0,242356,35000,207356
23925,233D4 A017,0,0,0,0,288212,35000,0,288212,35000,253212
23926,233D4 A018,0,0,0,0,266862,35000,0,266862,35000,231862
23927,233D4 B001,0,0,0,0,224472,35000,0,224472,35000,189472
23928,233D4 B002,0,0,0,0,261866,35000,0,261866,35000,226866
23929,233D4 B003,0,0,0,0,263827,35000,0,263827,35000,228827
23930,233D4 B004,0,0,0,0,238199,35000,0,238199,35000,203199
23931,233D4 B005,0,0,0,0,330159,35000,0,330159,35000,295159
23932,233D4 B006,0,0,0,0,244483,35000,0,244483,35000,209483
23933,233D4 B007,0,0,0,0,241597,35000,0,241597,35000,206597
23934,233D4 B008,0,0,0,0,260946,35000,0,260946,35000,225946
