REALKEY,PARCEL_NO,SALELAND1,SALEIMP1,SALEIMP2,SALE_VAL,CURR_VAL,A_VALUE,P_VALUE,2022 Total,2022 Land,2022 Imp
1,012    002,0,0,0,0,276780,0,276780,276780,276780,0
44695,012    002A,0,0,0,0,23375,0,23375,23375,23375,0
2,012    003,0,0,0,0,497328,0,497328,497328,497328,0
3,012    003A,0,0,0,0,121146,37530,0,121146,37530,83616
31339,012    003B,0,0,0,0,394831,64000,0,394831,64000,330831
43604,012    003C,0,0,0,0,142422,41850,0,142422,41850,100572
4,012    004,0,0,0,0,133979,26000,0,133979,26000,107979
5,012    004A,0,0,0,0,152516,28390,0,152516,28390,124126
6,012    004B,0,0,0,0,779350,300300,0,779350,300300,479050
7,012    004C,0,0,0,0,113992,22100,0,113992,22100,91892
44452,012    004D,0,0,0,0,600023,10340,168025,600023,178365,421658
44470,012    004E,0,0,0,0,23205,23205,0,23205,23205,0
44563,012    004F,0,0,0,0,601832,149040,0,601832,149040,452792
8,012    005,0,0,0,0,166739,117990,0,166739,117990,48749
9,012    005A,0,0,0,0,78211,26000,0,78211,26000,52211
10,012    005B,0,0,0,0,129387,26000,0,129387,26000,103387
11,012    008,0,0,0,0,21870,21870,0,21870,21870,0
12,012A   001,0,0,0,0,197438,30000,0,197438,30000,167438
13,012A   002,0,0,0,0,161048,30000,0,161048,30000,131048
14,012A   003,0,0,0,0,160162,30000,0,160162,30000,130162
15,012A   004,0,0,0,0,207714,30000,0,207714,30000,177714
16,012A   005,0,0,0,0,166420,30000,0,166420,30000,136420
17,012A   006,0,0,0,0,159562,30000,0,159562,30000,129562
18,012A   006A,0,0,0,0,500,500,0,500,500,0
19,012A   007,0,0,0,0,207587,30000,0,207587,30000,177587
20,012A   008,0,0,0,0,175635,30000,0,175635,30000,145635
21,012A   009,0,0,0,0,176680,30000,0,176680,30000,146680
22,024    001,0,0,0,0,306621,15000,126600,306621,141600,165021
23,024    002,0,0,0,0,116400,0,116400,116400,116400,0
24,024    003,0,0,0,0,109053,32500,0,109053,32500,76553
25,024    004,0,0,0,0,185425,28600,0,185425,28600,156825
26,024    005,0,0,0,0,25220,25220,0,25220,25220,0
27,024    006,30000,0,2551,32551,33101,30550,0,32551,30000,2551
28,024    007,0,0,0,0,37774,26000,0,37774,26000,11774
29,024    008,0,0,0,0,51376,44875,0,51376,44875,6501
30,024    008A,0,0,0,0,207565,26000,0,207565,26000,181565
31,024    009,0,0,0,0,89967,26000,0,89967,26000,63967
32,024    009A,0,0,0,0,226553,26000,0,226553,26000,200553
33,024    010,0,0,0,0,89300,26000,0,89300,26000,63300
34,024    011,37000,0,122505,159505,160005,37500,0,159505,37000,122505
35,024    012,0,0,0,0,146529,26000,0,146529,26000,120529
36,024    012A,0,0,0,0,51297,26000,0,51297,26000,25297
37,024    012B,0,0,0,0,73581,26000,0,73581,26000,47581
38,024    012C,0,0,0,0,26000,26000,0,26000,26000,0
39,024    012D,0,0,0,0,26000,26000,0,26000,26000,0
40,024    012E,0,0,0,0,26000,26000,0,26000,26000,0
41,024    012F,0,0,0,0,26000,26000,0,26000,26000,0
42,024    012G,0,0,0,0,26000,26000,0,26000,26000,0
43,024    012H,0,0,0,0,26000,26000,0,26000,26000,0
44,024    012J,0,0,0,0,26000,26000,0,26000,26000,0
45,024    012K,0,0,0,0,26000,26000,0,26000,26000,0
31687,024    013,0,0,0,0,12838,12838,0,12838,12838,0
46,031    001,0,0,0,0,492172,480414,0,492172,480414,11758
47,032    001,0,0,0,0,477935,15000,278775,477935,293775,184160
48,032    001A,0,0,0,0,7616,7616,0,7616,7616,0
49,032    001B,0,0,0,0,6375,6375,0,6375,6375,0
50,032    001C,0,0,0,0,169375,159375,0,169375,159375,10000
51,032    001D,0,0,0,0,371434,0,84480,371434,84480,286954
44557,032    001E,0,0,0,0,19168,0,19168,19168,19168,0
52,032    002,0,0,0,0,245604,78204,0,245604,78204,167400
53,032    002A,0,0,0,0,191294,26000,0,191294,26000,165294
54,032    002B,0,0,0,0,162228,26000,0,162228,26000,136228
31113,032    002C,0,0,0,0,480547,162773,0,480547,162773,317774
56,032    005,0,0,0,0,519360,0,519360,519360,519360,0
57,032    005A,0,0,0,0,113392,0,113392,113392,113392,0
58,032    005B,0,0,0,0,13000,13000,0,13000,13000,0
59,032    005C,0,0,0,0,402414,78000,0,402414,78000,324414
60,032    005D,0,0,0,0,26000,26000,0,26000,26000,0
62,032    005F,0,0,0,0,227486,74250,0,227486,74250,153236
63,032    005G,0,0,0,0,427725,0,427725,427725,427725,0
64,032    005H,0,0,0,0,538007,12500,190625,538007,203125,334882
65,032    005J,0,0,0,0,13000,13000,0,13000,13000,0
66,032    006,0,0,0,0,396252,396252,0,396252,396252,0
32649,032    006A,0,0,0,0,50000,50000,0,50000,50000,0
31050,032A1 A001,0,0,0,0,221155,67925,0,221155,67925,153230
31051,032A1 A002,0,0,0,0,49481,49481,0,49481,49481,0
45265,032A1 A002A,0,0,0,0,65519,0,0,65519,0,65519
31052,032A1 A003,50000,0,0,50000,74100,74100,0,50000,50000,0
31053,032A1 A004,0,0,0,0,194982,69875,0,194982,69875,125107
31054,032A1 A005,0,0,0,0,296606,68900,0,296606,68900,227706
31055,032A1 A006,0,0,0,0,171224,66625,0,171224,66625,104599
31056,032A1 A007,0,0,0,0,213711,68250,0,213711,68250,145461
31058,032A1 A009,0,0,0,0,346639,135525,0,346639,135525,211114
31059,032A1 A010,0,0,0,0,250442,68575,0,250442,68575,181867
31060,032A1 A011,0,0,0,0,244016,68575,0,244016,68575,175441
31061,032A1 A011A,0,0,0,0,100,100,0,100,100,0
31062,032A1 A012,0,0,0,0,305602,68900,0,305602,68900,236702
31063,032A1 A013,0,0,0,0,269072,70200,0,269072,70200,198872
31065,032A1 A014,0,0,0,0,202016,76050,0,202016,76050,125966
31066,032A1 A015,0,0,0,0,385739,68575,0,385739,68575,317164
31067,032A1 A016,0,0,0,0,502647,92625,0,502647,92625,410022
32026,032A1 A017,0,0,0,0,367388,102050,0,367388,102050,265338
31701,032A1 A018,0,0,0,0,17200,17200,0,17200,17200,0
31909,032A1 A030,0,0,0,0,386255,80275,0,386255,80275,305980
31910,032A1 A031,0,0,0,0,272327,66625,0,272327,66625,205702
31072,032A1 A032,0,0,0,0,83850,83850,0,83850,83850,0
31073,032A1 A033,0,0,0,0,250597,87425,0,250597,87425,163172
31069,032A1 A099A,0,0,0,0,101,100,0,101,100,1
32027,032A1 A099B,0,0,0,0,100,100,0,100,100,0
31070,032A1 A099C,0,0,0,0,100,100,0,100,100,0
31071,032A1 A099D,0,0,0,0,100,100,0,100,100,0
31068,032A1 B001,0,0,0,0,206893,77025,0,206893,77025,129868
31702,032A1 B002,0,0,0,0,83149,77675,0,83149,77675,5474
32028,032A1 B003,0,0,0,0,308115,89375,0,308115,89375,218740
34971,032A1 B004,0,0,0,0,44200,44200,0,44200,44200,0
34972,032A1 B005,0,0,0,0,43550,43550,0,43550,43550,0
34973,032A1 B006,0,0,0,0,258094,64025,0,258094,64025,194069
34974,032A1 B007,0,0,0,0,117325,117325,0,117325,117325,0
34975,032A1 B008,0,0,0,0,362591,133673,0,362591,133673,228918
34976,032A1 B009,0,0,0,0,379852,138938,0,379852,138938,240914
34977,032A1 B010,0,0,0,0,266728,61425,0,266728,61425,205303
67,033    001,0,0,0,0,26000,26000,0,26000,26000,0
68,033    001A,0,0,0,0,471740,11000,72435,471740,83435,388305
69,033    002,0,0,0,0,385419,115920,0,385419,115920,269499
70,033    002A,0,0,0,0,177569,41040,0,177569,41040,136529
71,033    003,0,0,0,0,97609,84000,0,97609,84000,13609
72,033    003A,0,0,0,0,96414,39555,0,96414,39555,56859
33952,033    003B,0,0,0,0,26000,26000,0,26000,26000,0
73,033    004,0,0,0,0,135865,34340,0,135865,34340,101525
75,033    007,0,0,0,0,719820,719820,0,719820,719820,0
76,033    007A,0,0,0,0,42585,42585,0,42585,42585,0
77,033    007B,0,0,0,0,26000,26000,0,26000,26000,0
78,033    007C,0,0,0,0,27284,26000,0,27284,26000,1284
29649,033    007D,0,0,0,0,271020,271020,0,271020,271020,0
79,033    008,0,0,0,0,132600,132600,0,132600,132600,0
80,033    010,0,0,0,0,6500,6500,0,6500,6500,0
81,033    010A,0,0,0,0,41200,26000,0,41200,26000,15200
82,033    011,0,0,0,0,79863,44685,0,79863,44685,35178
83,033    011A,0,0,0,0,28106,26000,0,28106,26000,2106
84,033    012,0,0,0,0,45431,26000,0,45431,26000,19431
85,033    013,0,0,0,0,26000,26000,0,26000,26000,0
86,033    013A,0,0,0,0,129848,35875,0,129848,35875,93973
87,033    014,0,0,0,0,125673,39000,0,125673,39000,86673
88,033    015,0,0,0,0,137924,39000,0,137924,39000,98924
89,033    016,0,0,0,0,184369,79164,0,184369,79164,105205
90,033    017,0,0,0,0,192225,192225,0,192225,192225,0
91,033    018,0,0,0,0,200234,96000,0,200234,96000,104234
42477,033    018A,0,0,0,0,211875,211875,0,211875,211875,0
44500,033    018B,0,0,0,0,15232,15232,0,15232,15232,0
92,033    019,0,0,0,0,15028,15028,0,15028,15028,0
93,033    019A,0,0,0,0,29512,29512,0,29512,29512,0
94,033    019B,0,0,0,0,25796,25796,0,25796,25796,0
95,033    019C,0,0,0,0,28733,28733,0,28733,28733,0
96,033    019D,0,0,0,0,23501,23501,0,23501,23501,0
97,033    019E,0,0,0,0,31824,31824,0,31824,31824,0
98,033    019F,0,0,0,0,34792,34792,0,34792,34792,0
99,033    019G,0,0,0,0,33415,33415,0,33415,33415,0
100,033    019H,0,0,0,0,35618,35618,0,35618,35618,0
101,033    019J,0,0,0,0,26347,26347,0,26347,26347,0
102,033    020,0,0,0,0,251580,48330,0,251580,48330,203250
103,033    020A,0,0,0,0,350323,26000,0,350323,26000,324323
104,033    020B,0,0,0,0,19253,19253,0,19253,19253,0
105,033    021,0,0,0,0,249522,26000,0,249522,26000,223522
31894,033    021A,0,0,0,0,226427,26000,0,226427,26000,200427
31895,033    021B,0,0,0,0,253971,26000,0,253971,26000,227971
106,033    022,0,0,0,0,123586,26000,0,123586,26000,97586
107,033    023,0,0,0,0,648060,648060,0,648060,648060,0
108,033    024,0,0,0,0,10275150,499800,0,10275150,499800,9775350
109,033A1 A001,0,0,0,0,262549,26000,0,262549,26000,236549
110,033A1 A002,0,0,0,0,232101,26000,0,232101,26000,206101
111,033A1 A003,0,0,0,0,250004,26000,0,250004,26000,224004
112,033A1 A004,0,0,0,0,166116,26000,0,166116,26000,140116
113,033A1 A005,0,0,0,0,172829,26000,0,172829,26000,146829
114,033A1 A006,0,0,0,0,233991,26000,0,233991,26000,207991
115,033A1 A007,0,0,0,0,228618,26000,0,228618,26000,202618
116,033A1 A008,0,0,0,0,4875,4875,0,4875,4875,0
117,033A1 A008A,0,0,0,0,1328,500,0,1328,500,828
118,033A1 A009,0,0,0,0,4875,4875,0,4875,4875,0
29651,033A1 A009A,0,0,0,0,500,500,0,500,500,0
119,033A1 A010,0,0,0,0,170290,26000,0,170290,26000,144290
120,033A1 A011,0,0,0,0,250772,26000,0,250772,26000,224772
30662,033A1 A011A,0,0,0,0,2500,2500,0,2500,2500,0
121,033A1 A012,0,0,0,0,172940,26000,0,172940,26000,146940
122,033A1 A013,0,0,0,0,273706,26000,0,273706,26000,247706
123,033A1 A014,0,0,0,0,191843,26000,0,191843,26000,165843
124,033A1 A015,0,0,0,0,233567,26000,0,233567,26000,207567
125,033A1 A016,0,0,0,0,151975,20005,0,151975,20005,131970
126,033A1 A017,0,0,0,0,228415,26000,0,228415,26000,202415
127,033A1 A018,0,0,0,0,176881,26000,0,176881,26000,150881
128,033A1 A019,0,0,0,0,185853,26000,0,185853,26000,159853
129,033A1 A020,0,0,0,0,214773,26000,0,214773,26000,188773
130,033A1 A021,0,0,0,0,231639,26000,0,231639,26000,205639
131,033A1 A022,0,0,0,0,206379,26000,0,206379,26000,180379
132,033A1 A023,0,0,0,0,269242,26000,0,269242,26000,243242
30351,033A2 A001,0,0,0,0,222302,26000,0,222302,26000,196302
30352,033A2 A002,0,0,0,0,206675,26000,0,206675,26000,180675
30353,033A2 A003,0,0,0,0,204238,26000,0,204238,26000,178238
30354,033A2 A004,0,0,0,0,208321,26000,0,208321,26000,182321
30355,033A2 A005,0,0,0,0,231654,26000,0,231654,26000,205654
30356,033A2 A005A,0,0,0,0,246692,26000,0,246692,26000,220692
31315,033A2 A005B,0,0,0,0,1680,500,0,1680,500,1180
30357,033A2 A006,0,0,0,0,251143,26000,0,251143,26000,225143
30358,033A2 A007,0,0,0,0,212187,26000,0,212187,26000,186187
30359,033A2 A008,0,0,0,0,214786,26000,0,214786,26000,188786
30360,033A2 A009,0,0,0,0,205225,26000,0,205225,26000,179225
30361,033A2 A010,0,0,0,0,226761,26000,0,226761,26000,200761
30362,033A2 A011,0,0,0,0,230782,26000,0,230782,26000,204782
30363,033A2 A012,0,0,0,0,192648,26000,0,192648,26000,166648
30364,033A2 A013,0,0,0,0,193364,26000,0,193364,26000,167364
30365,033A2 A014,0,0,0,0,252809,26000,0,252809,26000,226809
30366,033A2 A015,0,0,0,0,221926,26000,0,221926,26000,195926
30367,033A2 B001,0,0,0,0,214445,26000,0,214445,26000,188445
30368,033A2 B002,0,0,0,0,240534,26000,0,240534,26000,214534
30369,033A2 B003,0,0,0,0,232435,26000,0,232435,26000,206435
31336,033A2 B004,0,0,0,0,13000,13000,0,13000,13000,0
133,034    001,0,0,0,0,206550,206550,0,206550,206550,0
134,034    002,0,0,0,0,802421,63625,0,802421,63625,738796
135,034    002A,0,0,0,0,190575,190575,0,190575,190575,0
136,034    002B,0,0,0,0,824455,22000,189640,824455,211640,612815
137,034    002C,0,0,0,0,398237,65125,0,398237,65125,333112
29810,034    002D,0,0,0,0,382587,62500,0,382587,62500,320087
43900,034    002E,0,0,0,0,184130,184130,0,184130,184130,0
138,034    003,0,0,0,0,1352617,158125,0,1352617,158125,1194492
139,034    003A,0,0,0,0,190302,69000,0,190302,69000,121302
140,034    004,0,0,0,0,476427,114120,0,476427,114120,362307
141,034    004A,0,0,0,0,440576,22000,198000,440576,220000,220576
44075,034    004B,0,0,0,0,163493,26000,0,163493,26000,137493
142,034    005,0,0,0,0,226875,0,226875,226875,226875,0
143,034    005A,0,0,0,0,96241,92184,0,96241,92184,4057
30371,034    005B,0,0,0,0,802470,120000,0,802470,120000,682470
144,034    006,0,0,0,0,554475,12000,316620,554475,328620,225855
145,034    006A,0,0,0,0,235213,11000,199210,235213,210210,25003
30914,034    007A,0,0,0,0,485364,0,485364,485364,485364,0
147,034    008,0,0,0,0,409153,50000,0,409153,50000,359153
30915,034    008A,0,0,0,0,50000,50000,0,50000,50000,0
148,034    009,0,0,0,0,246511,85000,0,246511,85000,161511
149,034    010,0,0,0,0,428103,85000,0,428103,85000,343103
150,034    010A,0,0,0,0,519556,85000,0,519556,85000,434556
151,034    011,0,0,0,0,293225,85000,0,293225,85000,208225
152,034    012,0,0,0,0,854497,100000,0,854497,100000,754497
153,034    013,0,0,0,0,226199,85000,0,226199,85000,141199
154,034    014,0,0,0,0,245603,85000,0,245603,85000,160603
155,034    015,0,0,0,0,343392,85000,0,343392,85000,258392
156,034    016,0,0,0,0,274161,85000,0,274161,85000,189161
157,034    017,0,0,0,0,574427,85000,0,574427,85000,489427
158,034    018,0,0,0,0,268342,85000,0,268342,85000,183342
159,034    019,0,0,0,0,100000,100000,0,100000,100000,0
160,034    020,0,0,0,0,332655,11000,91630,332655,102630,230025
161,034    021,0,0,0,0,85000,85000,0,85000,85000,0
162,034    022,0,0,0,0,100000,100000,0,100000,100000,0
163,034    023,0,0,0,0,329675,85000,0,329675,85000,244675
34473,034    023A,0,0,0,0,529348,85000,0,529348,85000,444348
164,034A1 A001,0,0,0,0,50000,50000,0,50000,50000,0
165,034A1 A002,0,0,0,0,486352,50000,0,486352,50000,436352
166,034A1 A003,0,0,0,0,50000,50000,0,50000,50000,0
167,034A1 A004,0,0,0,0,359370,50000,0,359370,50000,309370
168,034A1 A005,0,0,0,0,408651,50000,0,408651,50000,358651
169,034A1 A006,0,0,0,0,380521,50000,0,380521,50000,330521
170,034A1 A007,0,0,0,0,432098,50000,0,432098,50000,382098
171,034A1 A008,50000,350000,0,400000,404459,50000,0,400000,50000,350000
172,034A1 A009,0,0,0,0,532115,50000,0,532115,50000,482115
173,034A1 A010,0,0,0,0,50000,50000,0,50000,50000,0
174,034A1 A011,0,0,0,0,435335,50000,0,435335,50000,385335
175,034A1 A012,0,0,0,0,383102,50000,0,383102,50000,333102
176,034A1 A013,0,0,0,0,578822,50000,0,578822,50000,528822
177,034A1 A014,0,0,0,0,502091,98900,0,502091,98900,403191
179,034A1 A016,0,0,0,0,401511,0,107915,401511,107915,293596
44961,034A1 A016A,0,0,0,0,79700,0,79700,79700,79700,0
180,034A1 A017,0,0,0,0,597086,50000,0,597086,50000,547086
181,034A1 A018,0,0,0,0,469322,50000,0,469322,50000,419322
182,034A1 B001,0,0,0,0,50000,50000,0,50000,50000,0
183,034A1 B002,0,0,0,0,50000,50000,0,50000,50000,0
184,034A1 B003,0,0,0,0,452552,50000,0,452552,50000,402552
185,034A1 B004,0,0,0,0,728135,50000,0,728135,50000,678135
186,034A1 B005,0,0,0,0,592304,50000,0,592304,50000,542304
187,034A1 B006,0,0,0,0,370813,50000,0,370813,50000,320813
188,034A1 B007,0,0,0,0,443763,50000,0,443763,50000,393763
189,034A1 B008,0,0,0,0,448103,50000,0,448103,50000,398103
190,034A1 B009,0,0,0,0,480362,50000,0,480362,50000,430362
191,034A1 B010,0,0,0,0,406156,50000,0,406156,50000,356156
192,034A1 B011,0,0,0,0,432036,50000,0,432036,50000,382036
193,034A1 B012,0,0,0,0,681320,50000,0,681320,50000,631320
194,034A1 B013,0,0,0,0,35000,35000,0,35000,35000,0
195,034A1 B014,0,0,0,0,402601,50000,0,402601,50000,352601
196,034A1 B015,50000,467500,0,517500,523653,50000,0,517500,50000,467500
197,034A1 B016,0,0,0,0,336894,50000,0,336894,50000,286894
198,034A1 B017,0,0,0,0,383137,50000,0,383137,50000,333137
199,034A1 B018,0,0,0,0,50000,50000,0,50000,50000,0
200,034A1 B019,0,0,0,0,370775,50000,0,370775,50000,320775
201,034A1 B020,0,0,0,0,534976,50000,0,534976,50000,484976
202,034A1 B021,0,0,0,0,441878,50000,0,441878,50000,391878
203,034A1 B022,0,0,0,0,378695,50000,0,378695,50000,328695
204,034A1 B023,0,0,0,0,469723,50000,0,469723,50000,419723
205,034A1 B024,0,0,0,0,560946,50000,0,560946,50000,510946
206,034A1 B025,0,0,0,0,442415,50000,0,442415,50000,392415
207,034A1 B026,0,0,0,0,502202,50000,0,502202,50000,452202
208,034A1 B027,0,0,0,0,434865,50000,0,434865,50000,384865
209,034A1 B028,0,0,0,0,547272,50000,0,547272,50000,497272
210,034A1 B029,0,0,0,0,542708,50000,0,542708,50000,492708
211,034A1 B030,0,0,0,0,437938,50000,0,437938,50000,387938
212,034A1 B031,0,0,0,0,50000,50000,0,50000,50000,0
213,034A1 B032,0,0,0,0,441971,50000,0,441971,50000,391971
214,034A1 B033,0,0,0,0,467695,50000,0,467695,50000,417695
215,034A2 A001,0,0,0,0,322783,50000,0,322783,50000,272783
216,034A2 A002,0,0,0,0,260701,50000,0,260701,50000,210701
217,034A2 A003,0,0,0,0,40000,40000,0,40000,40000,0
218,034A2 A004,0,0,0,0,40000,40000,0,40000,40000,0
219,034A2 A005,0,0,0,0,426286,50000,0,426286,50000,376286
220,034A2 A006,0,0,0,0,342696,50000,0,342696,50000,292696
221,034A2 A023,0,0,0,0,631562,50000,0,631562,50000,581562
44262,034A2 A099,0,0,0,0,500,500,0,500,500,0
222,034A2 B001,0,0,0,0,630021,50000,0,630021,50000,580021
223,034A2 B002,0,0,0,0,50000,50000,0,50000,50000,0
224,034A2 B003,0,0,0,0,392591,50000,0,392591,50000,342591
225,034A2 B004,0,0,0,0,424711,50000,0,424711,50000,374711
226,034A2 B005,0,0,0,0,523242,50000,0,523242,50000,473242
227,034A2 B006,0,0,0,0,552144,50000,0,552144,50000,502144
228,034A2 B007,0,0,0,0,428408,50000,0,428408,50000,378408
229,034A2 B008,0,0,0,0,402945,50000,0,402945,50000,352945
230,034A2 B009,0,0,0,0,442070,50000,0,442070,50000,392070
231,034A2 B010,0,0,0,0,419950,50000,0,419950,50000,369950
44263,034A2 B099,0,0,0,0,500,500,0,500,500,0
232,034A2 C001,0,0,0,0,50000,50000,0,50000,50000,0
233,034A2 C002,0,0,0,0,361669,50000,0,361669,50000,311669
44264,034A2 C099,0,0,0,0,500,500,0,500,500,0
235,041    001A,0,0,0,0,30100,30100,0,30100,30100,0
236,041    001B,0,0,0,0,41280,41280,0,41280,41280,0
237,041    001C,0,0,0,0,385372,210760,0,385372,210760,174612
239,041    002,0,0,0,0,154278,44030,0,154278,44030,110248
240,041    003,0,0,0,0,550947,18700,123794,550947,142494,408453
241,041    003A,0,0,0,0,91612,26000,0,91612,26000,65612
242,041    003B,0,0,0,0,274708,62500,0,274708,62500,212208
243,041    003C,0,0,0,0,73530,26000,0,73530,26000,47530
244,041    003D,0,0,0,0,38154,26000,0,38154,26000,12154
245,041    003E,0,0,0,0,144044,0,121440,144044,121440,22604
246,041    003F,0,0,0,0,258405,258405,0,258405,258405,0
35316,041    003G,0,0,0,0,199898,26000,0,199898,26000,173898
36720,041    003P,0,0,0,0,149372,0,0,149372,0,149372
247,041    004,0,0,0,0,170625,170625,0,170625,170625,0
248,041    004A,0,0,0,0,183941,33490,0,183941,33490,150451
249,041    004B,0,0,0,0,44145,44145,0,44145,44145,0
250,041    004C,0,0,0,0,167819,26000,0,167819,26000,141819
251,041    005,0,0,0,0,59513,58765,0,59513,58765,748
252,041    005A,0,0,0,0,93976,26000,0,93976,26000,67976
253,041    006,0,0,0,0,5653,5653,0,5653,5653,0
254,041    006A,0,0,0,0,69300,69300,0,69300,69300,0
255,041    006B,126434,318566,0,445000,447035,126434,0,445000,126434,318566
256,041    006C,0,0,0,0,459239,131978,0,459239,131978,327261
257,041    006D,0,0,0,0,63359,40500,0,63359,40500,22859
36006,041    006E,0,0,0,0,126060,63250,0,126060,63250,62810
258,041    007,0,0,0,0,293058,68310,0,293058,68310,224748
259,041    008,63000,274500,0,337500,369577,63000,0,337500,63000,274500
33974,041    008A,0,0,0,0,52030,26000,0,52030,26000,26030
260,041    009,0,0,0,0,87235,68200,0,87235,68200,19035
261,041    009A,0,0,0,0,1,1,0,1,1,0
262,041    009B,0,0,0,0,71285,51150,0,71285,51150,20135
263,041    010,0,0,0,0,240398,0,140990,240398,140990,99408
43401,041    010A,0,0,0,0,203280,0,203280,203280,203280,0
43402,041    010B,0,0,0,0,26000,26000,0,26000,26000,0
43607,041    010C,0,0,0,0,158038,34000,0,158038,34000,124038
45127,041    010D,0,0,0,0,7076,7076,0,7076,7076,0
264,041    011,0,0,0,0,75383,26000,0,75383,26000,49383
265,041    012,0,0,0,0,230582,26000,0,230582,26000,204582
266,041    013,0,0,0,0,99594,62125,0,99594,62125,37469
267,041    013A,0,0,0,0,87643,26000,0,87643,26000,61643
268,041    014,0,0,0,0,49005,49005,0,49005,49005,0
269,041    014A,0,0,0,0,190454,38250,0,190454,38250,152204
270,041    014B,0,0,0,0,200927,41175,0,200927,41175,159752
271,041    014C,0,0,0,0,128013,26000,0,128013,26000,102013
272,041    014D,0,0,0,0,41601,26000,0,41601,26000,15601
274,041    014F,0,0,0,0,68095,26000,0,68095,26000,42095
275,041    014G,0,0,0,0,355801,71625,0,355801,71625,284176
276,041    014H,0,0,0,0,291871,67750,0,291871,67750,224121
277,041    014J,0,0,0,0,154147,26000,0,154147,26000,128147
278,041    014K,0,0,0,0,231127,54500,0,231127,54500,176627
279,041    014L,0,0,0,0,175502,39780,0,175502,39780,135722
34474,041    014M,0,0,0,0,150974,34000,0,150974,34000,116974
34475,041    014N,0,0,0,0,283339,34000,0,283339,34000,249339
280,041    015,0,0,0,0,85680,85680,0,85680,85680,0
281,041    015A,0,0,0,0,93054,26000,0,93054,26000,67054
282,041    015B,0,0,0,0,259415,26000,0,259415,26000,233415
283,041    015C,0,0,0,0,35020,35020,0,35020,35020,0
285,041    015E,0,0,0,0,143089,101160,0,143089,101160,41929
286,041    015F,0,0,0,0,149381,27200,0,149381,27200,122181
287,041    015G,0,0,0,0,84000,84000,0,84000,84000,0
288,041    015H,0,0,0,0,26000,26000,0,26000,26000,0
289,041    015J,0,0,0,0,272559,35700,0,272559,35700,236859
290,041    016,0,0,0,0,140625,140625,0,140625,140625,0
291,041    016A,0,0,0,0,71872,46000,0,71872,46000,25872
292,041    016B,0,0,0,0,268004,189075,0,268004,189075,78929
293,041    016C,0,0,0,0,246340,88440,0,246340,88440,157900
294,041    017,0,0,0,0,341667,15000,182250,341667,197250,144417
295,041    017A,0,0,0,0,346365,11500,158700,346365,170200,176165
40160,041    017B,0,0,0,0,211579,38205,0,211579,38205,173374
298,041    019A,0,0,0,0,808212,0,188850,808212,188850,619362
299,041    019B,0,0,0,0,217473,39900,0,217473,39900,177573
301,041    019D,0,0,0,0,679841,158010,0,679841,158010,521831
302,041    020,0,0,0,0,153180,0,153180,153180,153180,0
303,041    020B,0,0,0,0,164926,90840,0,164926,90840,74086
304,041    020C,0,0,0,0,140968,140968,0,140968,140968,0
305,041    021,0,0,0,0,117300,117300,0,117300,117300,0
306,041    021A,0,0,0,0,249079,10350,112194,249079,122544,126535
307,041    023,0,0,0,0,436137,53750,0,436137,53750,382387
309,041    024A,0,0,0,0,91713,26000,0,91713,26000,65713
310,041    024B,0,0,0,0,44327,26000,0,44327,26000,18327
312,041    025A,0,0,0,0,101873,32265,0,101873,32265,69608
313,041    026,0,0,0,0,40800,40800,0,40800,40800,0
314,041    027,0,0,0,0,1076383,12000,453360,1076383,465360,611023
315,041    028,61375,333125,0,394500,404726,61375,0,394500,61375,333125
34846,041    028A,0,0,0,0,350794,34000,0,350794,34000,316794
34847,041    028B,0,0,0,0,288201,25500,0,288201,25500,262701
40275,041    028C,0,0,0,0,72450,72450,0,72450,72450,0
40276,041    028D,0,0,0,0,366390,42670,0,366390,42670,323720
33975,041    029A,0,0,0,0,29240,29240,0,29240,29240,0
33976,041    029B,0,0,0,0,465220,75000,0,465220,75000,390220
33977,041    029C,0,0,0,0,564209,75000,0,564209,75000,489209
34924,041    029D,0,0,0,0,496190,78480,0,496190,78480,417710
38952,041    029E,0,0,0,0,40596,40596,0,40596,40596,0
30564,041    030,0,0,0,0,26000,26000,0,26000,26000,0
317,041A   001,26000,39000,0,65000,94589,26000,0,65000,26000,39000
36508,041A   001A,0,0,0,0,399257,59375,0,399257,59375,339882
318,041A   002,0,0,0,0,60268,44685,0,60268,44685,15583
320,041A   004,0,0,0,0,40304,26000,0,40304,26000,14304
321,041A   005,0,0,0,0,26000,26000,0,26000,26000,0
322,041A   006,0,0,0,0,275210,26000,0,275210,26000,249210
323,041A   007,0,0,0,0,26000,26000,0,26000,26000,0
324,041A   007A,0,0,0,0,139331,26000,0,139331,26000,113331
325,041A   008,0,0,0,0,84591,26000,0,84591,26000,58591
326,041A   009,0,0,0,0,156216,33800,0,156216,33800,122416
327,041A   010,0,0,0,0,48682,26000,0,48682,26000,22682
328,041A   011,0,0,0,0,160884,26000,0,160884,26000,134884
329,041A   012,0,0,0,0,184542,26000,0,184542,26000,158542
330,041A   013,0,0,0,0,16900,16900,0,16900,16900,0
331,041A   014,0,0,0,0,2600,2600,0,2600,2600,0
332,041A   015,0,0,0,0,16900,16900,0,16900,16900,0
333,041A   016,0,0,0,0,16900,16900,0,16900,16900,0
334,041A   017,0,0,0,0,92215,26000,0,92215,26000,66215
